,Channel 0,Channel 1,Channel 2,Channel 3,Channel 4
1612023107034658,409.2,0.0,0.0,0.0,0.0
1612023107038658,409.3,0.0,0.0,0.0,0.0
1612023107042658,408.7,0.0,0.0,0.0,0.0
1612023107046658,408.5,0.0,0.0,0.0,0.0
1612023107050658,408.9,0.0,0.0,0.0,0.0
1612023107054658,408.7,0.0,0.0,0.0,0.0
1612023107058658,409.1,0.0,0.0,0.0,0.0
1612023107062658,409.0,0.0,0.0,0.0,0.0
1612023107066658,408.3,0.0,0.0,0.0,0.0
1612023107070658,407.4,0.0,0.0,0.0,0.0
1612023107074658,409.3,0.0,0.0,0.0,0.0
1612023107078658,408.9,0.0,0.0,0.0,0.0
1612023107082658,408.6,0.0,0.0,0.0,0.0
1612023107086658,408.8,0.0,0.0,0.0,0.0
1612023107090658,409.0,0.0,0.0,0.0,0.0
1612023107094658,409.0,0.0,0.0,0.0,0.0
1612023107098658,409.0,0.0,0.0,0.0,0.0
1612023107102658,408.7,0.0,0.0,0.0,0.0
1612023107106658,408.8,0.0,0.0,0.0,0.0
1612023107110658,408.2,0.0,0.0,0.0,0.0
1612023107114658,408.7,0.0,0.0,0.0,0.0
1612023107118658,409.1,0.0,0.0,0.0,0.0
1612023107122658,408.9,0.0,0.0,0.0,0.0
1612023107126658,408.8,0.0,0.0,0.0,0.0
1612023107130658,409.0,0.0,0.0,0.0,0.0
1612023107134658,408.8,0.0,0.0,0.0,0.0
1612023107138658,409.1,0.0,0.0,0.0,0.0
1612023107142658,408.3,0.0,0.0,0.0,0.0
1612023107146658,408.7,0.0,0.0,0.0,0.0
1612023107150658,408.5,0.0,0.0,0.0,0.0
1612023107154658,408.9,0.0,0.0,0.0,0.0
1612023107158658,409.6,0.0,0.0,0.0,0.0
1612023107162658,408.9,0.0,0.0,0.0,0.0
1612023107166658,408.7,0.0,0.0,0.0,0.0
1612023107170658,408.5,0.0,0.0,0.0,0.0
1612023107174658,409.1,0.0,0.0,0.0,0.0
1612023107178658,408.7,0.0,0.0,0.0,0.0
1612023107182658,408.6,0.0,0.0,0.0,0.0
1612023107186658,409.2,0.0,0.0,0.0,0.0
1612023107190658,408.4,0.0,0.0,0.0,0.0
1612023107194658,408.9,0.0,0.0,0.0,0.0
1612023107198658,408.9,0.0,0.0,0.0,0.0
1612023107202658,408.2,0.0,0.0,0.0,0.0
1612023107206658,409.1,0.0,0.0,0.0,0.0
1612023107210658,409.1,0.0,0.0,0.0,0.0
1612023107214658,408.5,0.0,0.0,0.0,0.0
1612023107218658,408.8,0.0,0.0,0.0,0.0
1612023107222658,408.8,0.0,0.0,0.0,0.0
1612023107226500,408.5,0.0,0.0,0.0,0.0
1612023107230500,408.4,0.0,0.0,0.0,0.0
1612023107234500,408.3,0.0,0.0,0.0,0.0
1612023107238500,409.2,0.0,0.0,0.0,0.0
1612023107242500,408.7,0.0,0.0,0.0,0.0
1612023107246500,409.9,0.0,0.0,0.0,0.0
1612023107250500,408.9,0.0,0.0,0.0,0.0
1612023107254500,408.8,0.0,0.0,0.0,0.0
1612023107258500,408.9,0.0,0.0,0.0,0.0
1612023107262500,408.9,0.0,0.0,0.0,0.0
1612023107266500,409.3,0.0,0.0,0.0,0.0
1612023107270500,409.0,0.0,0.0,0.0,0.0
