,Channel 0,Channel 1,Channel 2,Channel 3,Channel 4
1611782376796180,813.6,0.0,0.0,0.0,0.0
1611782376800180,812.9,0.0,0.0,0.0,0.0
1611782376804180,813.7,0.0,0.0,0.0,0.0
1611782376808180,812.9,0.0,0.0,0.0,0.0
1611782376812180,814.8,0.0,0.0,0.0,0.0
1611782376816180,818.3,0.0,0.0,0.0,0.0
1611782376820180,814.5,0.0,0.0,0.0,0.0
1611782376824180,812.0,0.0,0.0,0.0,0.0
1611782376828180,813.7,0.0,0.0,0.0,0.0
1611782376832180,812.5,0.0,0.0,0.0,0.0
1611782376836180,812.9,0.0,0.0,0.0,0.0
1611782376840180,811.4,0.0,0.0,0.0,0.0
1611782376844180,811.4,0.0,0.0,0.0,0.0
1611782376848180,813.9,0.0,0.0,0.0,0.0
1611782376852180,812.1,0.0,0.0,0.0,0.0
1611782376856180,811.9,0.0,0.0,0.0,0.0
1611782376860180,812.6,0.0,0.0,0.0,0.0
1611782376864180,810.4,0.0,0.0,0.0,0.0
1611782376868180,811.0,0.0,0.0,0.0,0.0
1611782376872180,809.9,0.0,0.0,0.0,0.0
1611782376876180,810.8,0.0,0.0,0.0,0.0
1611782376880180,810.6,0.0,0.0,0.0,0.0
1611782376884180,811.4,0.0,0.0,0.0,0.0
1611782376888180,810.7,0.0,0.0,0.0,0.0
1611782376892180,811.2,0.0,0.0,0.0,0.0
1611782376896180,812.7,0.0,0.0,0.0,0.0
1611782376900180,812.9,0.0,0.0,0.0,0.0
1611782376904180,811.2,0.0,0.0,0.0,0.0
1611782376908180,810.8,0.0,0.0,0.0,0.0
1611782376912180,812.2,0.0,0.0,0.0,0.0
1611782376916180,812.4,0.0,0.0,0.0,0.0
1611782376920180,810.2,0.0,0.0,0.0,0.0
1611782376924180,812.0,0.0,0.0,0.0,0.0
1611782376928180,811.2,0.0,0.0,0.0,0.0
1611782376932180,811.0,0.0,0.0,0.0,0.0
1611782376936180,810.1,0.0,0.0,0.0,0.0
1611782376940180,810.8,0.0,0.0,0.0,0.0
1611782376944180,810.0,0.0,0.0,0.0,0.0
1611782376948180,808.5,0.0,0.0,0.0,0.0
1611782376952180,809.7,0.0,0.0,0.0,0.0
1611782376956180,809.5,0.0,0.0,0.0,0.0
1611782376960180,810.3,0.0,0.0,0.0,0.0
1611782376964180,810.4,0.0,0.0,0.0,0.0
1611782376968180,811.8,0.0,0.0,0.0,0.0
1611782376972180,811.5,0.0,0.0,0.0,0.0
1611782376976180,813.7,0.0,0.0,0.0,0.0
1611782376980180,812.8,0.0,0.0,0.0,0.0
1611782376984180,812.5,0.0,0.0,0.0,0.0
1611782376988022,813.8,0.0,0.0,0.0,0.0
1611782376992022,812.2,0.0,0.0,0.0,0.0
1611782376996022,813.6,0.0,0.0,0.0,0.0
1611782377000022,814.5,0.0,0.0,0.0,0.0
1611782377004022,814.1,0.0,0.0,0.0,0.0
1611782377008022,813.4,0.0,0.0,0.0,0.0
1611782377012022,814.2,0.0,0.0,0.0,0.0
