,Channel 0,Channel 1,Channel 2,Channel 3,Channel 4
1611602789014276,400.7,0.0,0.0,0.0,0.0
1611602789018276,403.1,0.0,0.0,0.0,0.0
1611602789022276,402.6,0.0,0.0,0.0,0.0
1611602789026276,402.7,0.0,0.0,0.0,0.0
1611602789030276,402.4,0.0,0.0,0.0,0.0
1611602789034276,402.5,0.0,0.0,0.0,0.0
1611602789038276,402.7,0.0,0.0,0.0,0.0
1611602789042276,402.0,0.0,0.0,0.0,0.0
1611602789046276,402.7,0.0,0.0,0.0,0.0
1611602789050276,402.4,0.0,0.0,0.0,0.0
1611602789054276,403.8,0.0,0.0,0.0,0.0
1611602789058276,402.3,0.0,0.0,0.0,0.0
1611602789062276,402.6,0.0,0.0,0.0,0.0
1611602789066276,402.3,0.0,0.0,0.0,0.0
1611602789070276,402.9,0.0,0.0,0.0,0.0
1611602789074276,402.2,0.0,0.0,0.0,0.0
1611602789078276,402.3,0.0,0.0,0.0,0.0
1611602789082276,402.5,0.0,0.0,0.0,0.0
1611602789086276,402.4,0.0,0.0,0.0,0.0
1611602789090276,402.5,0.0,0.0,0.0,0.0
1611602789094276,402.4,0.0,0.0,0.0,0.0
1611602789098276,402.7,0.0,0.0,0.0,0.0
1611602789102276,402.3,0.0,0.0,0.0,0.0
1611602789106276,402.3,0.0,0.0,0.0,0.0
1611602789110276,402.4,0.0,0.0,0.0,0.0
1611602789114276,402.8,0.0,0.0,0.0,0.0
1611602789118276,402.8,0.0,0.0,0.0,0.0
1611602789122276,402.8,0.0,0.0,0.0,0.0
1611602789126276,402.5,0.0,0.0,0.0,0.0
1611602789130276,402.5,0.0,0.0,0.0,0.0
1611602789134276,403.0,0.0,0.0,0.0,0.0
1611602789138276,402.4,0.0,0.0,0.0,0.0
1611602789142276,402.4,0.0,0.0,0.0,0.0
1611602789146276,402.7,0.0,0.0,0.0,0.0
1611602789150276,402.6,0.0,0.0,0.0,0.0
1611602789154276,402.0,0.0,0.0,0.0,0.0
1611602789158276,402.6,0.0,0.0,0.0,0.0
1611602789162276,402.7,0.0,0.0,0.0,0.0
1611602789166276,402.7,0.0,0.0,0.0,0.0
1611602789170276,402.6,0.0,0.0,0.0,0.0
1611602789174276,402.6,0.0,0.0,0.0,0.0
1611602789178276,402.6,0.0,0.0,0.0,0.0
1611602789182276,402.7,0.0,0.0,0.0,0.0
1611602789186276,401.8,0.0,0.0,0.0,0.0
1611602789190276,404.4,0.0,0.0,0.0,0.0
1611602789194276,404.0,0.0,0.0,0.0,0.0
1611602789198276,401.7,0.0,0.0,0.0,0.0
1611602789202276,402.5,0.0,0.0,0.0,0.0
1611602789206125,401.9,0.0,0.0,0.0,0.0
1611602789210125,402.7,0.0,0.0,0.0,0.0
1611602789214125,402.7,0.0,0.0,0.0,0.0
1611602789218125,402.3,0.0,0.0,0.0,0.0
