,Channel 0,Channel 1,Channel 2,Channel 3,Channel 4
1612036880691749,402.7,0.0,0.0,0.0,0.0
1612036880695749,402.9,0.0,0.0,0.0,0.0
1612036880699749,402.5,0.0,0.0,0.0,0.0
1612036880703749,403.1,0.0,0.0,0.0,0.0
1612036880707749,402.4,0.0,0.0,0.0,0.0
1612036880711749,402.5,0.0,0.0,0.0,0.0
1612036880715749,403.1,0.0,0.0,0.0,0.0
1612036880719749,402.8,0.0,0.0,0.0,0.0
1612036880723749,404.1,0.0,0.0,0.0,0.0
1612036880727749,403.3,0.0,0.0,0.0,0.0
1612036880731749,402.9,0.0,0.0,0.0,0.0
1612036880735749,403.1,0.0,0.0,0.0,0.0
1612036880739749,402.7,0.0,0.0,0.0,0.0
1612036880743749,403.0,0.0,0.0,0.0,0.0
1612036880747749,403.0,0.0,0.0,0.0,0.0
1612036880751749,402.6,0.0,0.0,0.0,0.0
1612036880755749,402.8,0.0,0.0,0.0,0.0
1612036880759749,403.2,0.0,0.0,0.0,0.0
1612036880763749,403.0,0.0,0.0,0.0,0.0
1612036880767749,403.7,0.0,0.0,0.0,0.0
1612036880771749,402.9,0.0,0.0,0.0,0.0
1612036880775749,403.2,0.0,0.0,0.0,0.0
1612036880779749,403.1,0.0,0.0,0.0,0.0
1612036880783749,403.0,0.0,0.0,0.0,0.0
1612036880787749,403.1,0.0,0.0,0.0,0.0
1612036880791749,402.6,0.0,0.0,0.0,0.0
1612036880795749,402.8,0.0,0.0,0.0,0.0
1612036880799749,402.7,0.0,0.0,0.0,0.0
1612036880803749,402.8,0.0,0.0,0.0,0.0
1612036880807749,403.2,0.0,0.0,0.0,0.0
1612036880811749,403.5,0.0,0.0,0.0,0.0
1612036880815749,402.6,0.0,0.0,0.0,0.0
1612036880819749,403.0,0.0,0.0,0.0,0.0
1612036880823749,402.7,0.0,0.0,0.0,0.0
1612036880827749,402.5,0.0,0.0,0.0,0.0
1612036880831749,402.8,0.0,0.0,0.0,0.0
1612036880835749,402.8,0.0,0.0,0.0,0.0
1612036880839749,402.9,0.0,0.0,0.0,0.0
1612036880843749,402.9,0.0,0.0,0.0,0.0
1612036880847749,402.8,0.0,0.0,0.0,0.0
1612036880851749,403.0,0.0,0.0,0.0,0.0
1612036880855749,402.9,0.0,0.0,0.0,0.0
1612036880859749,403.2,0.0,0.0,0.0,0.0
1612036880863749,402.4,0.0,0.0,0.0,0.0
1612036880867749,403.0,0.0,0.0,0.0,0.0
1612036880871749,403.2,0.0,0.0,0.0,0.0
1612036880875749,402.6,0.0,0.0,0.0,0.0
1612036880879749,403.4,0.0,0.0,0.0,0.0
1612036880883592,402.9,0.0,0.0,0.0,0.0
1612036880887592,402.7,0.0,0.0,0.0,0.0
1612036880891592,402.5,0.0,0.0,0.0,0.0
1612036880895592,403.2,0.0,0.0,0.0,0.0
1612036880899592,402.8,0.0,0.0,0.0,0.0
1612036880903592,403.7,0.0,0.0,0.0,0.0
1612036880907592,403.2,0.0,0.0,0.0,0.0
1612036880911592,402.8,0.0,0.0,0.0,0.0
1612036880915592,402.9,0.0,0.0,0.0,0.0
1612036880919592,403.0,0.0,0.0,0.0,0.0
1612036880923592,403.4,0.0,0.0,0.0,0.0
1612036880927592,403.1,0.0,0.0,0.0,0.0
1612036880931592,402.7,0.0,0.0,0.0,0.0
1612036880935592,403.0,0.0,0.0,0.0,0.0
1612036880939592,402.6,0.0,0.0,0.0,0.0
1612036880943592,403.2,0.0,0.0,0.0,0.0
1612036880947592,403.1,0.0,0.0,0.0,0.0
1612036880951592,403.3,0.0,0.0,0.0,0.0
1612036880955592,402.7,0.0,0.0,0.0,0.0
1612036880959592,403.3,0.0,0.0,0.0,0.0
1612036880963592,403.3,0.0,0.0,0.0,0.0
1612036880967592,403.6,0.0,0.0,0.0,0.0
1612036880971592,402.8,0.0,0.0,0.0,0.0
1612036880975592,403.0,0.0,0.0,0.0,0.0
1612036880979592,403.3,0.0,0.0,0.0,0.0
1612036880983592,403.1,0.0,0.0,0.0,0.0
1612036880987592,402.4,0.0,0.0,0.0,0.0
1612036880991592,402.5,0.0,0.0,0.0,0.0
1612036880995592,403.3,0.0,0.0,0.0,0.0
1612036880999592,402.7,0.0,0.0,0.0,0.0
1612036881003592,402.9,0.0,0.0,0.0,0.0
1612036881007592,402.9,0.0,0.0,0.0,0.0
1612036881011592,403.3,0.0,0.0,0.0,0.0
1612036881015592,402.9,0.0,0.0,0.0,0.0
1612036881019592,402.8,0.0,0.0,0.0,0.0
1612036881023592,402.7,0.0,0.0,0.0,0.0
1612036881027592,402.9,0.0,0.0,0.0,0.0
1612036881031592,402.5,0.0,0.0,0.0,0.0
1612036881035592,402.0,0.0,0.0,0.0,0.0
1612036881039592,402.6,0.0,0.0,0.0,0.0
1612036881043592,402.7,0.0,0.0,0.0,0.0
1612036881047592,403.1,0.0,0.0,0.0,0.0
1612036881051592,403.2,0.0,0.0,0.0,0.0
1612036881055592,403.2,0.0,0.0,0.0,0.0
1612036881059592,402.7,0.0,0.0,0.0,0.0
1612036881063592,402.9,0.0,0.0,0.0,0.0
1612036881067592,402.9,0.0,0.0,0.0,0.0
1612036881071592,402.7,0.0,0.0,0.0,0.0
1612036881075438,402.6,0.0,0.0,0.0,0.0
1612036881079438,402.5,0.0,0.0,0.0,0.0
1612036881083438,401.9,0.0,0.0,0.0,0.0
1612036881087438,403.5,0.0,0.0,0.0,0.0
1612036881091438,402.5,0.0,0.0,0.0,0.0
1612036881095438,402.7,0.0,0.0,0.0,0.0
1612036881099438,402.6,0.0,0.0,0.0,0.0
1612036881103438,402.6,0.0,0.0,0.0,0.0
1612036881107438,402.7,0.0,0.0,0.0,0.0
1612036881111438,402.2,0.0,0.0,0.0,0.0
1612036881115438,402.2,0.0,0.0,0.0,0.0
1612036881119438,402.2,0.0,0.0,0.0,0.0
1612036881123438,402.4,0.0,0.0,0.0,0.0
1612036881127438,402.0,0.0,0.0,0.0,0.0
1612036881131438,402.3,0.0,0.0,0.0,0.0
1612036881135438,401.8,0.0,0.0,0.0,0.0
1612036881139438,402.6,0.0,0.0,0.0,0.0
1612036881143438,402.3,0.0,0.0,0.0,0.0
1612036881147438,402.2,0.0,0.0,0.0,0.0
1612036881151438,402.3,0.0,0.0,0.0,0.0
1612036881155438,402.0,0.0,0.0,0.0,0.0
1612036881159438,402.0,0.0,0.0,0.0,0.0
1612036881163438,401.8,0.0,0.0,0.0,0.0
1612036881167438,401.6,0.0,0.0,0.0,0.0
1612036881171438,401.7,0.0,0.0,0.0,0.0
1612036881175438,400.6,0.0,0.0,0.0,0.0
1612036881179438,401.3,0.0,0.0,0.0,0.0
1612036881183438,401.7,0.0,0.0,0.0,0.0
1612036881187438,401.4,0.0,0.0,0.0,0.0
1612036881191438,401.6,0.0,0.0,0.0,0.0
1612036881195438,401.2,0.0,0.0,0.0,0.0
1612036881199438,401.7,0.0,0.0,0.0,0.0
1612036881203438,401.4,0.0,0.0,0.0,0.0
1612036881207438,401.4,0.0,0.0,0.0,0.0
1612036881211438,401.4,0.0,0.0,0.0,0.0
1612036881215438,401.3,0.0,0.0,0.0,0.0
1612036881219438,400.5,0.0,0.0,0.0,0.0
1612036881223438,401.2,0.0,0.0,0.0,0.0
1612036881227438,401.7,0.0,0.0,0.0,0.0
1612036881231438,401.1,0.0,0.0,0.0,0.0
1612036881235438,400.9,0.0,0.0,0.0,0.0
1612036881239438,400.9,0.0,0.0,0.0,0.0
1612036881243438,401.0,0.0,0.0,0.0,0.0
1612036881247438,400.8,0.0,0.0,0.0,0.0
1612036881251438,400.7,0.0,0.0,0.0,0.0
1612036881255438,400.8,0.0,0.0,0.0,0.0
1612036881259438,401.4,0.0,0.0,0.0,0.0
1612036881263438,400.7,0.0,0.0,0.0,0.0
1612036881267282,404.1,0.0,0.0,0.0,0.0
1612036881271282,401.4,0.0,0.0,0.0,0.0
1612036881275282,401.3,0.0,0.0,0.0,0.0
1612036881279282,402.2,0.0,0.0,0.0,0.0
1612036881283282,402.8,0.0,0.0,0.0,0.0
1612036881287282,402.8,0.0,0.0,0.0,0.0
1612036881291282,403.7,0.0,0.0,0.0,0.0
1612036881295282,404.0,0.0,0.0,0.0,0.0
1612036881299282,404.0,0.0,0.0,0.0,0.0
1612036881303282,405.1,0.0,0.0,0.0,0.0
1612036881307282,404.7,0.0,0.0,0.0,0.0
1612036881311282,405.7,0.0,0.0,0.0,0.0
1612036881315282,405.8,0.0,0.0,0.0,0.0
1612036881319282,406.2,0.0,0.0,0.0,0.0
1612036881323282,406.6,0.0,0.0,0.0,0.0
1612036881327282,407.0,0.0,0.0,0.0,0.0
1612036881331282,407.1,0.0,0.0,0.0,0.0
1612036881335282,406.8,0.0,0.0,0.0,0.0
1612036881339282,406.8,0.0,0.0,0.0,0.0
1612036881343282,407.2,0.0,0.0,0.0,0.0
1612036881347282,407.3,0.0,0.0,0.0,0.0
1612036881351282,407.0,0.0,0.0,0.0,0.0
1612036881355282,406.6,0.0,0.0,0.0,0.0
1612036881359282,407.3,0.0,0.0,0.0,0.0
1612036881363282,406.8,0.0,0.0,0.0,0.0
1612036881367282,406.8,0.0,0.0,0.0,0.0
1612036881371282,406.7,0.0,0.0,0.0,0.0
1612036881375282,406.6,0.0,0.0,0.0,0.0
1612036881379282,406.2,0.0,0.0,0.0,0.0
1612036881383282,405.8,0.0,0.0,0.0,0.0
1612036881387282,405.7,0.0,0.0,0.0,0.0
1612036881391282,405.4,0.0,0.0,0.0,0.0
1612036881395282,404.4,0.0,0.0,0.0,0.0
1612036881399282,405.1,0.0,0.0,0.0,0.0
1612036881403282,404.8,0.0,0.0,0.0,0.0
1612036881407282,404.3,0.0,0.0,0.0,0.0
1612036881411282,404.1,0.0,0.0,0.0,0.0
1612036881415282,404.1,0.0,0.0,0.0,0.0
1612036881419282,403.7,0.0,0.0,0.0,0.0
1612036881423282,403.6,0.0,0.0,0.0,0.0
1612036881427282,403.1,0.0,0.0,0.0,0.0
1612036881431282,402.6,0.0,0.0,0.0,0.0
1612036881435282,402.8,0.0,0.0,0.0,0.0
