,Channel 0,Channel 1,Channel 2,Channel 3,Channel 4
1611619390131142,411.6,0.0,0.0,0.0,0.0
1611619390135142,408.0,0.0,0.0,0.0,0.0
1611619390139142,408.3,0.0,0.0,0.0,0.0
1611619390143142,407.8,0.0,0.0,0.0,0.0
1611619390147142,407.9,0.0,0.0,0.0,0.0
1611619390151142,407.8,0.0,0.0,0.0,0.0
1611619390155142,407.7,0.0,0.0,0.0,0.0
1611619390159142,407.4,0.0,0.0,0.0,0.0
1611619390163142,407.9,0.0,0.0,0.0,0.0
1611619390167142,408.0,0.0,0.0,0.0,0.0
1611619390171142,408.0,0.0,0.0,0.0,0.0
1611619390175142,407.9,0.0,0.0,0.0,0.0
1611619390179142,407.7,0.0,0.0,0.0,0.0
1611619390183142,408.1,0.0,0.0,0.0,0.0
1611619390187142,407.7,0.0,0.0,0.0,0.0
1611619390191142,407.9,0.0,0.0,0.0,0.0
1611619390195142,407.8,0.0,0.0,0.0,0.0
1611619390199142,408.1,0.0,0.0,0.0,0.0
1611619390203142,408.0,0.0,0.0,0.0,0.0
1611619390207142,408.3,0.0,0.0,0.0,0.0
1611619390211142,408.1,0.0,0.0,0.0,0.0
1611619390215142,407.3,0.0,0.0,0.0,0.0
1611619390219142,409.0,0.0,0.0,0.0,0.0
1611619390223142,407.9,0.0,0.0,0.0,0.0
1611619390227142,406.9,0.0,0.0,0.0,0.0
1611619390231142,407.8,0.0,0.0,0.0,0.0
1611619390235142,408.3,0.0,0.0,0.0,0.0
1611619390239142,407.9,0.0,0.0,0.0,0.0
1611619390243142,407.8,0.0,0.0,0.0,0.0
1611619390247142,408.0,0.0,0.0,0.0,0.0
1611619390251142,407.8,0.0,0.0,0.0,0.0
1611619390255142,407.8,0.0,0.0,0.0,0.0
1611619390259142,407.5,0.0,0.0,0.0,0.0
1611619390263142,407.3,0.0,0.0,0.0,0.0
1611619390267142,408.1,0.0,0.0,0.0,0.0
1611619390271142,407.8,0.0,0.0,0.0,0.0
1611619390275142,407.7,0.0,0.0,0.0,0.0
1611619390279142,407.9,0.0,0.0,0.0,0.0
1611619390283142,408.2,0.0,0.0,0.0,0.0
1611619390287142,407.9,0.0,0.0,0.0,0.0
1611619390291142,408.5,0.0,0.0,0.0,0.0
1611619390295142,408.4,0.0,0.0,0.0,0.0
1611619390299142,408.3,0.0,0.0,0.0,0.0
1611619390303142,408.4,0.0,0.0,0.0,0.0
1611619390307142,408.6,0.0,0.0,0.0,0.0
1611619390311142,410.1,0.0,0.0,0.0,0.0
1611619390315142,409.1,0.0,0.0,0.0,0.0
1611619390319142,407.6,0.0,0.0,0.0,0.0
1611619390322987,408.2,0.0,0.0,0.0,0.0
1611619390326987,408.0,0.0,0.0,0.0,0.0
1611619390330987,407.8,0.0,0.0,0.0,0.0
1611619390334987,408.3,0.0,0.0,0.0,0.0
1611619390338987,408.2,0.0,0.0,0.0,0.0
1611619390342987,408.5,0.0,0.0,0.0,0.0
1611619390346987,408.0,0.0,0.0,0.0,0.0
1611619390350987,407.7,0.0,0.0,0.0,0.0
1611619390354987,407.2,0.0,0.0,0.0,0.0
1611619390358987,408.1,0.0,0.0,0.0,0.0
