Time,R Foot Inversion,R Ankle Flexion,SSRightPF,SSRightINV,SSRightDF,SSRightEVR
1.54,2.448481,-15.343771,466.9,573.4,595.5,649.2
1.545,2.66832,-15.083195,466.9,573.4,595.5,649.2
1.55,2.927314,-14.841807,467.59867509467267,572.4454720537569,593.7779134990461,649.6428222431025
1.555,3.203107,-14.671719,468.3052694019722,571.4801249015309,592.0363078120403,650.0906637054754
1.56,3.465803,-14.627972,469.0118637092717,570.5147777493048,590.2947021250344,650.5385051678484
1.565,3.682072,-14.75962,469.7184580165713,569.5494305970786,588.5530964380284,650.9863466302213
1.57,3.821063,-15.099974,470.42505232387083,568.5840834448526,586.8114907510226,651.4341880925942
1.575,3.860893,-15.658179,471.1316466311703,567.6187362926264,585.0698850640168,651.8820295549672
1.58,3.794081,-16.414287,471.8382409384698,566.6533891404003,583.328279377011,652.3298710173401
1.585,3.630297,-17.319385,472.54483524576943,565.6880419881742,581.586673690005,652.777712479713
1.59,3.395385,-18.301121,473.25142955306893,564.7226948359481,579.8450680029991,653.225553942086
1.595,3.126587,-19.273544,473.9580238603684,563.7573476837221,578.1034623159933,653.6733954044589
1.6,2.865025,-20.149223,474,563.7,578,653.7
1.605,2.647302,-20.85146,474,563.7,578,653.7
1.61,2.498277,-21.324652,474.76379771831677,563.0394181895639,576.9678409211936,653.7412863631523
1.615,2.426612,-21.541378,475.73604568378454,562.1985550842945,575.6539923192101,653.7938403072316
1.62,2.42386,-21.505253,476.70829364925225,561.357691979025,574.3401437172266,653.8463942513109
1.625,2.467023,-21.249176,477.68054161472,560.5168288737557,573.0262951152432,653.8989481953903
1.63,2.523695,-20.829306,477.7,560.5,573,653.9
1.635,2.558451,-20.315843,477.6945176208239,560.4882520446226,573.0023495910755,653.9109647583522
1.64,2.53917,-19.782285,477.52312466214835,560.1209814188893,573.0758037162221,654.2537506757033
1.645,2.442323,-19.295012,477.3517317034728,559.753710793156,573.1492578413688,654.5965365930543
1.65,2.256541,-18.904839,477.1803387447972,559.3864401674226,573.2227119665155,654.9393225104055
1.655,1.983927,-18.641695,477.00894578612167,559.0191695416893,573.2961660916621,655.2821084277566
1.66,1.6389,-18.512882,477,559,573.3,655.3
1.665,1.244916,-18.50473,476.98191800604087,558.9958904559184,573.3410954408162,655.3057533617142
1.67,0.829925,-18.58688,476.76246194972293,558.9460140794824,573.8398592051751,655.37558028872445
1.675,0.421647,-18.718175,476.543005893405,558.8961377030466,574.3386229695341,655.4454072157347
1.68,0.043626,-18.853081,476.32354983708706,558.8462613266107,574.837386733893,655.515234142745
1.685,-0.287245,-18.947748,476.1040937807692,558.7963849501748,575.3361504982519,655.5850610697553
1.69,-0.56149,-18.965188,475.8846377244512,558.7465085737389,575.8349142626108,655.6548879967655
1.695,-0.776424,-18.879388,475.6651816681333,558.696632197303,576.3336780269698,655.7247149237758
1.7,-0.934858,-18.678176,475.44572561181536,558.6467558208672,576.8324417913287,655.794541850786
1.705,-1.043845,-18.36458,475.2262695554974,558.5968794444312,577.3312055556876,655.8643687777962
1.71,-1.11381,-17.956319,475.0068134991795,558.5470030679953,577.8299693200466,655.9341957048065
1.715,-1.157965,-17.483237,474.8,558.5,578.3,656
1.72,-1.191628,-16.982904,474.8,558.5,578.3,656
1.725,-1.231069,-16.495092,474.74026199528487,558.4969365125787,578.3582062610044,656.021444411949
1.73,-1.29166,-16.056093,473.76394007580046,558.4468687218359,579.3094942851175,656.3719189471485
1.735,-1.385565,-15.693806,472.78761815631617,558.3968009310931,580.2607823092304,656.722393482348
1.74,-1.519565,-15.424277,471.8112962368319,558.3467331403504,581.2120703333433,657.0728680175475
1.745,-1.693725,-15.250097,470.9,558.3,582.1,657.4
1.75,-1.901377,-15.160851,470.9,558.3,582.1,657.4
1.755,-2.130417,-15.135496,470.8101518777451,558.2950084376524,582.2622257762935,657.4224620305637
1.76,-2.365514,-15.146177,469.9223171263766,558.2456842847987,583.8652607440422,657.6444207184059
1.765,-2.590691,-15.16273,469.0344823750081,558.1963601319449,585.4682957117909,657.8663794062479
1.77,-2.791755,-15.15709,468.1466476236396,558.1470359790911,587.0713306795396,658.0883380940901
1.775,-2.958169,-15.106954,467.3,558.1,588.6,658.3
1.78,-3.084107,-14.998315,467.3,558.1,588.6,658.3
1.785,-3.168641,-14.826665,467.2533836378487,558.0916756496158,588.6815786337648,658.3
1.79,-3.215188,-14.59687,466.97853461926417,558.0425954677257,589.1625644162878,658.3
1.795,-3.230529,-14.321842,466.70368560067965,557.9935152858357,589.6435501988107,658.3
1.8,-3.223654,-14.020252,466.42883658209513,557.9444351039456,590.1245359813336,658.3
1.805,-3.204596,-13.713602,466.1539875635106,557.8953549220555,590.6055217638565,658.3
1.81,-3.183375,-13.423025,465.8791385449261,557.8462747401654,591.0865075463794,658.3
1.815,-3.169114,-13.166263,465.6042895263415,557.7971945582754,591.5674933289024,658.3
1.82,-3.16937,-12.955315,465.329440507757,557.7481143763852,592.0484791114253,658.3
1.825,-3.18956,-12.795152,465.0545914891725,557.6990341944951,592.5294648939481,658.3
1.83,-3.232424,-12.683735,464.77974247058796,557.649954012605,593.010450676471,658.3
1.835,-3.297541,-12.613285,464.50489345200344,557.6008738307149,593.491436458994,658.3
1.84,-3.381157,-12.572463,464.5,557.6,593.5,658.3
1.845,-3.476652,-12.548894,464.4880648810159,557.5681730160425,593.6153728168463,658.3198918649734
1.85,-3.575813,-12.531421,464.3388704158219,557.1703211088583,595.0575859803886,658.5685493069635
1.855,-3.670743,-12.511636,464.1896759506278,556.7724692016742,596.4997991439311,658.8172067489536
1.86,-3.755834,-12.484518,464.04048148543376,556.3746172944901,597.9420123074734,659.0658641909437
1.865,-3.829114,-12.448199,463.9,556,599.3,659.3
1.87,-3.892497,-12.403091,463.9,556,599.3,659.3
1.875,-3.9509,-12.350687,463.893696316899,555.9910697822736,599.3110314454266,659.3131326731269
1.88,-4.010621,-12.292375,463.5964756320088,555.5700071453457,599.8311676439846,659.9323424333151
1.885,-4.077607,-12.228503,463.2992549471185,555.1489445084179,600.3513038425425,660.551552193503
1.89,-4.156175,-12.157808,463.0020342622283,554.72788187149,600.8714400411004,661.170761953691
1.895,-4.248528,-12.077287,462.70481357733803,554.3068192345622,601.3915762396584,661.789971713879
1.9,-4.355052,-11.98258,462.7,554.3,601.4,661.8
1.905,-4.475069,-11.868872,462.69998005622244,554.2998364610241,601.4000757863546,661.8001874715088
1.91,-4.607514,-11.732157,462.65018823127184,553.8915434964291,601.589284721167,662.2682306260447
1.915,-4.751117,-11.570553,462.60039640632124,553.4832505318341,601.7784936559793,662.7362737805804
1.92,-4.903939,-11.385306,462.5506045813706,553.074957567239,601.9677025907916,663.2043169351163
