Time,R Foot Inversion,R Ankle Flexion,SSRightPF,SSRightINV,SSRightDF,SSRightEVR
2.585,15.470924,-13.221092,467.87691872490495,579.0265049140895,555.1462191264259,616.7564051790558
2.59,15.625367,-14.029765,468.3498331151382,578.0281300902639,548.0525032729273,617.3081386343279
2.595,15.813528,-14.958093999999999,468.6,577.5,544.3,617.6
2.6,16.033304,-15.965188,468.6,577.5,544.3,617.6
2.605,16.285279,-17.000672,468.6,577.5,544.3,617.6
2.61,16.572926,-18.011069,468.6,577.5,544.3,617.6
2.615,16.901173,-18.946839,468.6,577.5,544.3,617.6
2.62,17.273484,-19.768268,468.6,577.5,544.3,617.6
2.625,17.688338,-20.448899,468.6,577.5,544.3,617.6
2.63,18.136432,-20.976102,468.8535978127309,577.5922173864476,544.0606739256478,617.4825326148822
2.635,18.599696,-21.349409,474.00731954233333,579.4662980153939,539.1969884838585,615.0953108613435
2.64,19.052564,-21.577764,479.1610412719353,581.3403786443401,534.3333030420697,612.7080891078049
2.645,19.465211,-21.6767,484.31476300153724,583.2144592732863,529.4696176002808,610.3208673542663
2.65,19.80791,-21.665928,489.4684847311392,585.0885399022325,524.605932158492,607.9336456007277
2.655,20.055564,-21.567227,491.7562694133792,586.7909323785037,522.4812435288736,606.08409350600175
2.66,20.191484,-21.402471,491.8555084309983,588.36221682414,522.4481638563338,604.6451277505245
2.665,20.209638,-21.191803,491.95474744861747,589.9335012697761,522.4150841837942,603.2061619950471
2.67,20.114756,-20.952188,492.05398646623655,591.5047857154124,522.3820045112544,601.7671962395698
2.675,19.920101,-20.696622,492.1532254838557,593.0760701610487,522.3489248387148,600.3282304840923
2.68,19.643364,-20.434118,492.25246450147483,594.6473546066849,522.315845166175,598.8892647286149
2.685,19.301851,-20.170334,492.3,595.4,522.3,598.2
2.69,18.908445,-19.908555,492.3,595.4,522.3,598.2
2.695,18.469725,-19.650601,491.45820399823475,595.298578794968,523.3040699298164,598.6462533021406
