Time,L Foot Inversion,L Ankle Flexion,SSLeftPF,SSLeftINV,SSLeftDF,SSLeftEVR
2.755,-13.182958,9.506283,541.6,612.3,622.7,650.1
2.76,-13.117921,9.548534,541.6,612.3,622.7,650.1
2.765,-13.037219,9.590574,541.6,612.3,622.7,650.1
2.77,-12.936496,9.634613,541.6,612.3,622.7,650.1
2.775,-12.812155,9.682306,541.6505112823008,612.8935075670352,622.7947086543141,649.7401071136063
2.78,-12.66167,9.735046,542.0487976545159,617.5733724405617,623.5414956022173,646.9023167115743
2.785,-12.483818,9.793712,542.4,621.7,624.2,644.4
2.79,-12.278761,9.857755,542.4,621.7,624.2,644.4
2.795,-12.047972,9.923802,542.4,621.7,624.2,644.4
2.8,-11.79411,9.984297,542.4,621.7,624.2,644.4
2.805,-11.52094,10.026897,542.2529370033861,621.9673872665705,623.845711871794,643.9788650551513
2.81,-11.233358,10.035058,541.2217159843989,623.8423345738203,621.3614066896882,641.0258230462331
2.815,-10.937442,9.989682,540.2011912087719,625.7193996857133,618.8797494508783,638.0896194664166
2.82,-10.640283,9.871055,540.3304279319134,627.824112034017,616.6827251574736,636.963413736184
2.825,-10.349358,9.660192,540.4596646550548,629.9288243823207,614.4857008640687,635.8372080059512
2.83,-10.071384,9.339259,540.5889013781963,632.0335367306244,612.2886765706639,634.7110022757186
2.835,-9.810844,8.891532,540.7181381013377,634.1382490789283,610.091652277259,633.5847965454857
2.84,-9.568542,8.301917,540.8473748244792,636.2429614272321,607.8946279838542,632.458590815253
2.845,-9.340625,7.558895,540.9,637.1,607,632
2.85,-9.118477,6.658008,540.9,637.1,607,632
2.855,-8.889791,5.605827,540.9,637.1,607,632
2.86,-8.640921,4.422593,540.9,637.1,607,632
2.865,-8.360241,3.141708,540.8461552578455,637.8628005138557,604.7026243347403,631.14745824922
2.87,-8.04173,1.80533,540.5162674147288,642.5362116246755,590.627409695095,625.9242340665392
2.875,-7.687539,0.456988,540.3,645.6,581.4,622.5
2.88,-7.308387,-0.866384,540.3,645.6,581.4,622.5
2.885,-6.921492,-2.140166,540.3,645.6,581.4,622.5
2.89,-6.546789,-3.353679,540.3,645.6,581.4,622.5
2.895,-6.202657,-4.507714,540.3,645.6,581.4,622.5
2.9,-5.90234,-5.609509,540.3,645.6,581.4,622.5
2.905,-5.651853,-6.667354,540.3,645.6,581.4,622.5
2.91,-5.4497,-7.686618,540.3,645.6,581.4,622.5
2.915,-5.288216,-8.668021,540.3,645.6,581.4,622.5
2.92,-5.155973,-9.607859,540.3,645.6,581.4,622.5
2.925,-5.040453,-10.499202,540.8559673052127,645.5572332842145,579.8675260176827,622.0081827684656
2.93,-4.93033,-11.332874,544.6222653343157,645.2675180512065,569.4860635015658,618.6764575888747
2.935,-4.817074,-12.097344,548.0691535031458,644.939709119785,559.8873809785596,615.60140211349335
2.94,-4.696201,-12.777281,547.6665483389618,644.1527990261525,559.7226788659389,615.619702348229
2.945,-4.568494,-13.351513,547.2639431747778,643.3658889325201,559.5579767533181,615.6380025829646
2.95,-4.440915,-13.792098,546.8613380105936,642.5789788388876,559.3932746406974,615.6563028177003
