,Channel 0,Channel 1,Channel 2,Channel 3,Channel 4
1611775878695830,401.7,0.0,0.0,0.0,0.0
1611775878699830,402.6,0.0,0.0,0.0,0.0
1611775878703830,402.6,0.0,0.0,0.0,0.0
1611775878707830,402.4,0.0,0.0,0.0,0.0
1611775878711830,402.6,0.0,0.0,0.0,0.0
1611775878715830,402.6,0.0,0.0,0.0,0.0
1611775878719830,402.4,0.0,0.0,0.0,0.0
1611775878723830,402.8,0.0,0.0,0.0,0.0
1611775878727830,402.4,0.0,0.0,0.0,0.0
1611775878731830,402.4,0.0,0.0,0.0,0.0
1611775878735830,402.2,0.0,0.0,0.0,0.0
1611775878739830,403.1,0.0,0.0,0.0,0.0
1611775878743830,402.7,0.0,0.0,0.0,0.0
1611775878747830,403.0,0.0,0.0,0.0,0.0
1611775878751830,401.7,0.0,0.0,0.0,0.0
1611775878755830,402.7,0.0,0.0,0.0,0.0
1611775878759830,402.7,0.0,0.0,0.0,0.0
1611775878763830,402.3,0.0,0.0,0.0,0.0
1611775878767830,401.3,0.0,0.0,0.0,0.0
1611775878771830,401.1,0.0,0.0,0.0,0.0
1611775878775830,401.5,0.0,0.0,0.0,0.0
1611775878779830,401.4,0.0,0.0,0.0,0.0
1611775878783830,402.4,0.0,0.0,0.0,0.0
1611775878787830,400.7,0.0,0.0,0.0,0.0
1611775878791830,402.6,0.0,0.0,0.0,0.0
1611775878795830,402.6,0.0,0.0,0.0,0.0
1611775878799830,402.0,0.0,0.0,0.0,0.0
1611775878803830,401.7,0.0,0.0,0.0,0.0
1611775878807830,402.3,0.0,0.0,0.0,0.0
1611775878811830,402.2,0.0,0.0,0.0,0.0
1611775878815830,402.7,0.0,0.0,0.0,0.0
1611775878819830,402.4,0.0,0.0,0.0,0.0
1611775878823830,402.9,0.0,0.0,0.0,0.0
1611775878827830,403.5,0.0,0.0,0.0,0.0
1611775878831830,401.3,0.0,0.0,0.0,0.0
1611775878835830,402.1,0.0,0.0,0.0,0.0
1611775878839830,402.2,0.0,0.0,0.0,0.0
1611775878843830,402.2,0.0,0.0,0.0,0.0
1611775878847830,402.2,0.0,0.0,0.0,0.0
1611775878851830,402.6,0.0,0.0,0.0,0.0
1611775878855830,402.5,0.0,0.0,0.0,0.0
1611775878859830,402.1,0.0,0.0,0.0,0.0
1611775878863830,402.3,0.0,0.0,0.0,0.0
1611775878867830,402.5,0.0,0.0,0.0,0.0
1611775878871830,402.4,0.0,0.0,0.0,0.0
1611775878875830,401.8,0.0,0.0,0.0,0.0
1611775878879830,402.0,0.0,0.0,0.0,0.0
1611775878883830,402.5,0.0,0.0,0.0,0.0
1611775878887671,401.9,0.0,0.0,0.0,0.0
1611775878891671,402.0,0.0,0.0,0.0,0.0
1611775878895671,402.1,0.0,0.0,0.0,0.0
1611775878899671,402.0,0.0,0.0,0.0,0.0
1611775878903671,402.4,0.0,0.0,0.0,0.0
1611775878907671,402.6,0.0,0.0,0.0,0.0
1611775878911671,402.1,0.0,0.0,0.0,0.0
1611775878915671,402.5,0.0,0.0,0.0,0.0
1611775878919671,401.9,0.0,0.0,0.0,0.0
1611775878923671,402.6,0.0,0.0,0.0,0.0
1611775878927671,402.4,0.0,0.0,0.0,0.0
1611775878931671,402.7,0.0,0.0,0.0,0.0
1611775878935671,402.5,0.0,0.0,0.0,0.0
1611775878939671,402.3,0.0,0.0,0.0,0.0
1611775878943671,402.0,0.0,0.0,0.0,0.0
1611775878947671,401.8,0.0,0.0,0.0,0.0
1611775878951671,401.7,0.0,0.0,0.0,0.0
1611775878955671,401.9,0.0,0.0,0.0,0.0
1611775878959671,402.7,0.0,0.0,0.0,0.0
1611775878963671,402.7,0.0,0.0,0.0,0.0
