,Channel 0,Channel 1,Channel 2,Channel 3,Channel 4
1611602591989907,402.2,0.0,0.0,0.0,0.0
1611602591993907,402.4,0.0,0.0,0.0,0.0
1611602591997907,403.8,0.0,0.0,0.0,0.0
1611602592001907,401.0,0.0,0.0,0.0,0.0
1611602592005907,402.6,0.0,0.0,0.0,0.0
1611602592009907,402.2,0.0,0.0,0.0,0.0
1611602592013907,402.6,0.0,0.0,0.0,0.0
1611602592017907,402.7,0.0,0.0,0.0,0.0
1611602592021907,403.1,0.0,0.0,0.0,0.0
1611602592025907,403.0,0.0,0.0,0.0,0.0
1611602592029907,402.8,0.0,0.0,0.0,0.0
1611602592033907,402.9,0.0,0.0,0.0,0.0
1611602592037907,402.3,0.0,0.0,0.0,0.0
1611602592041907,404.0,0.0,0.0,0.0,0.0
1611602592045907,402.3,0.0,0.0,0.0,0.0
1611602592049907,402.6,0.0,0.0,0.0,0.0
1611602592053907,403.0,0.0,0.0,0.0,0.0
1611602592057907,402.9,0.0,0.0,0.0,0.0
1611602592061907,402.3,0.0,0.0,0.0,0.0
1611602592065907,402.9,0.0,0.0,0.0,0.0
1611602592069907,402.5,0.0,0.0,0.0,0.0
1611602592073907,402.9,0.0,0.0,0.0,0.0
1611602592077907,403.1,0.0,0.0,0.0,0.0
1611602592081907,403.1,0.0,0.0,0.0,0.0
1611602592085907,402.9,0.0,0.0,0.0,0.0
1611602592089907,400.0,0.0,0.0,0.0,0.0
1611602592093907,402.9,0.0,0.0,0.0,0.0
1611602592097907,402.8,0.0,0.0,0.0,0.0
1611602592101907,403.2,0.0,0.0,0.0,0.0
1611602592105907,402.5,0.0,0.0,0.0,0.0
1611602592109907,402.5,0.0,0.0,0.0,0.0
1611602592113907,402.8,0.0,0.0,0.0,0.0
1611602592117907,402.8,0.0,0.0,0.0,0.0
1611602592121907,402.9,0.0,0.0,0.0,0.0
1611602592125907,402.7,0.0,0.0,0.0,0.0
1611602592129907,402.0,0.0,0.0,0.0,0.0
1611602592133907,401.8,0.0,0.0,0.0,0.0
1611602592137907,401.9,0.0,0.0,0.0,0.0
1611602592141907,401.8,0.0,0.0,0.0,0.0
1611602592145907,402.8,0.0,0.0,0.0,0.0
1611602592149907,402.6,0.0,0.0,0.0,0.0
1611602592153907,402.5,0.0,0.0,0.0,0.0
1611602592157907,402.2,0.0,0.0,0.0,0.0
1611602592161907,402.5,0.0,0.0,0.0,0.0
1611602592165907,402.4,0.0,0.0,0.0,0.0
1611602592169907,402.8,0.0,0.0,0.0,0.0
1611602592173907,402.8,0.0,0.0,0.0,0.0
1611602592177907,402.9,0.0,0.0,0.0,0.0
1611602592181748,403.1,0.0,0.0,0.0,0.0
1611602592185748,403.0,0.0,0.0,0.0,0.0
1611602592189748,402.5,0.0,0.0,0.0,0.0
1611602592193748,402.6,0.0,0.0,0.0,0.0
1611602592197748,402.5,0.0,0.0,0.0,0.0
1611602592201748,402.6,0.0,0.0,0.0,0.0
1611602592205748,402.8,0.0,0.0,0.0,0.0
1611602592209748,403.2,0.0,0.0,0.0,0.0
1611602592213748,402.7,0.0,0.0,0.0,0.0
1611602592217748,402.8,0.0,0.0,0.0,0.0
1611602592221748,403.3,0.0,0.0,0.0,0.0
1611602592225748,403.4,0.0,0.0,0.0,0.0
1611602592229748,400.6,0.0,0.0,0.0,0.0
1611602592233748,402.9,0.0,0.0,0.0,0.0
1611602592237748,402.9,0.0,0.0,0.0,0.0
1611602592241748,402.1,0.0,0.0,0.0,0.0
1611602592245748,402.6,0.0,0.0,0.0,0.0
1611602592249748,402.5,0.0,0.0,0.0,0.0
1611602592253748,402.3,0.0,0.0,0.0,0.0
1611602592257748,401.8,0.0,0.0,0.0,0.0
1611602592261748,402.6,0.0,0.0,0.0,0.0
1611602592265748,402.8,0.0,0.0,0.0,0.0
1611602592269748,400.9,0.0,0.0,0.0,0.0
1611602592273748,402.7,0.0,0.0,0.0,0.0
1611602592277748,403.2,0.0,0.0,0.0,0.0
1611602592281748,403.1,0.0,0.0,0.0,0.0
1611602592285748,402.7,0.0,0.0,0.0,0.0
1611602592289748,402.8,0.0,0.0,0.0,0.0
1611602592293748,402.3,0.0,0.0,0.0,0.0
1611602592297748,403.1,0.0,0.0,0.0,0.0
1611602592301748,402.2,0.0,0.0,0.0,0.0
1611602592305748,402.3,0.0,0.0,0.0,0.0
1611602592309748,402.5,0.0,0.0,0.0,0.0
1611602592313748,397.5,0.0,0.0,0.0,0.0
1611602592317748,402.9,0.0,0.0,0.0,0.0
1611602592321748,402.6,0.0,0.0,0.0,0.0
1611602592325748,402.6,0.0,0.0,0.0,0.0
1611602592329748,402.7,0.0,0.0,0.0,0.0
1611602592333748,403.0,0.0,0.0,0.0,0.0
1611602592337748,402.7,0.0,0.0,0.0,0.0
1611602592341748,402.6,0.0,0.0,0.0,0.0
1611602592345748,402.2,0.0,0.0,0.0,0.0
1611602592349748,402.6,0.0,0.0,0.0,0.0
1611602592353748,402.4,0.0,0.0,0.0,0.0
1611602592357748,403.4,0.0,0.0,0.0,0.0
1611602592361748,404.1,0.0,0.0,0.0,0.0
1611602592365748,402.6,0.0,0.0,0.0,0.0
1611602592369748,403.1,0.0,0.0,0.0,0.0
1611602592373594,402.5,0.0,0.0,0.0,0.0
1611602592377594,403.1,0.0,0.0,0.0,0.0
1611602592381594,402.3,0.0,0.0,0.0,0.0
1611602592385594,402.6,0.0,0.0,0.0,0.0
1611602592389594,402.5,0.0,0.0,0.0,0.0
1611602592393594,403.0,0.0,0.0,0.0,0.0
1611602592397594,402.3,0.0,0.0,0.0,0.0
1611602592401594,402.4,0.0,0.0,0.0,0.0
1611602592405594,402.3,0.0,0.0,0.0,0.0
1611602592409594,402.8,0.0,0.0,0.0,0.0
1611602592413594,402.9,0.0,0.0,0.0,0.0
1611602592417594,402.7,0.0,0.0,0.0,0.0
1611602592421594,402.2,0.0,0.0,0.0,0.0
1611602592425594,402.6,0.0,0.0,0.0,0.0
1611602592429594,402.4,0.0,0.0,0.0,0.0
1611602592433594,402.8,0.0,0.0,0.0,0.0
1611602592437594,402.5,0.0,0.0,0.0,0.0
1611602592441594,403.2,0.0,0.0,0.0,0.0
1611602592445594,402.7,0.0,0.0,0.0,0.0
1611602592449594,403.3,0.0,0.0,0.0,0.0
1611602592453594,403.1,0.0,0.0,0.0,0.0
1611602592457594,402.4,0.0,0.0,0.0,0.0
1611602592461594,402.1,0.0,0.0,0.0,0.0
1611602592465594,402.5,0.0,0.0,0.0,0.0
1611602592469594,402.5,0.0,0.0,0.0,0.0
1611602592473594,403.0,0.0,0.0,0.0,0.0
1611602592477594,403.4,0.0,0.0,0.0,0.0
1611602592481594,403.0,0.0,0.0,0.0,0.0
1611602592485594,403.1,0.0,0.0,0.0,0.0
1611602592489594,402.9,0.0,0.0,0.0,0.0
1611602592493594,403.3,0.0,0.0,0.0,0.0
1611602592497594,402.3,0.0,0.0,0.0,0.0
