Time,L Foot Inversion,L Ankle Flexion,SSLeftPF,SSLeftINV,SSLeftDF,SSLeftEVR
2.105,-5.86281,-7.554045,549.7,586.7,502.6,549.7
2.11,-5.696274,-7.295443,549.7,586.7,502.6,549.7
2.115,-5.510022,-7.044883,549.7,586.7,502.6,549.7
2.12,-5.302978,-6.816748,549.7,586.7,502.6,549.7
2.125,-5.075737,-6.62249,549.7,586.7,502.6,549.7
2.13,-4.831615,-6.470843,549.7,586.7,502.6,549.7
2.135,-4.577029,-6.36868,549.7,586.7,502.6,549.7
2.14,-4.320839,-6.322045,549.7,586.7,502.6,549.7
2.145,-4.0728,-6.337023,549.7,586.7,502.6,549.7
2.15,-3.841726,-6.420297,550.3582812823067,590.4787584896038,501.1039146426833,545.3991891333071
2.155,-3.633875,-6.579446,551.0777326070328,591.4509900095037,499.91779218840543,544.1547327878352
2.16,-3.451845,-6.823225,551.7971839317586,592.4232215294036,498.7316697341276,542.9102764423634
2.165,-3.293988,-7.162093,552.5166352564845,593.3954530493035,497.5455472798498,541.6658200968916
2.17,-3.154305,-7.609045,553.2360865812104,594.3676845692032,496.35942482557203,540.4213637514198
2.175,-3.02284,-8.180454,553.9555379059364,595.3399160891032,495.1733023712941,539.1769074059479
2.18,-2.886643,-8.896451,554,595.4,495.1,539.1
2.185,-2.731294,-9.780385,554,595.4,495.1,539.1
2.19,-2.542916,-10.857136,554,595.4,495.1,539.1
2.195,-2.310484,-12.150447,554,595.4,495.1,539.1
2.2,-2.028072,-13.679755,556.7958027847777,596.8514380414591,494.14823734986294,537.9459877867088
2.205,-1.696586,-15.457287000000001,565.8606899405889,601.5574645649015,491.06231831809737,534.2043109606931
2.21,-1.324388,-17.486153,574.9255770964003,606.2634910883439,487.97639928633185,530.4626341346774
2.215,-0.926415,-19.760023,582.3128691694709,607.1280197361431,486.80085757924564,529.1673336727465
2.22,-0.521737,-22.264482,589.0347482557112,606.4688299362493,486.3830612272003,528.842380954489
2.225,-0.129966,-24.979447,595.7566273419516,605.8096401363556,485.96526487515496,528.5174282362316
2.23,0.232648,-27.88128,602.4785064281918,605.1504503364619,485.54746852310967,528.1924755179741
2.235,0.556458,-30.94298,609.2003855144328,604.4912605365681,485.12967217106427,527.8675227997167
2.24,0.840111,-34.131438,615.9222646006731,603.8320707366744,484.711875819019,527.5425700814592
2.245,1.090247,-37.401981,622.6441436869135,603.1728809367806,484.29407946697364,527.2176173632017
2.25,1.319446,-40.692049,629.3660227731538,602.5136911368869,483.8762831149283,526.8926646449441
2.255,1.543259,-43.916987,636.0879018593947,601.854501336993,483.45848676288296,526.5677119266867
2.26,1.77733,-46.971032,642.8097809456351,601.1953115370993,483.0406904108376,526.2427592084292
2.265,2.035142,-49.735229,649.5316600318754,600.5361217372056,482.62289405879227,525.9178064901718
2.27,2.326284,-52.091445,649.9,600.5,482.6,525.9
2.275,2.654809,-53.93915,649.9,600.5,482.6,525.9
2.28,3.017599,-55.210416,649.9,600.5,482.6,525.9
2.285,3.403263,-55.879437,649.9,600.5,482.6,525.9
2.29,3.792425,-55.964953,649.9,600.5,482.6,525.9
2.295,4.159922,-55.525966,649.9,600.5,482.6,525.9
2.3,4.478561,-54.652203,703.1728066703382,586.177124195172,483.1937611441378,525.1972271751724
2.305,4.723398,-53.451241,693.7726457617138,585.519909555374,483.01452078782927,525.1175647945909
2.31,4.875233,-52.034519,684.3724848530892,584.8626949155762,482.83528043152074,525.0379024140093
2.315,4.922449,-50.504558,674.9723239444646,584.2054802757782,482.6560400752123,524.9582400334276
2.32,4.861087,-48.945252,665.5721630358393,583.5482656359803,482.47679971890375,524.878577652846
2.325,4.693632,-47.416311,656.3,582.9,482.3,524.8
2.33,4.427236,-45.952039,656.3,582.9,482.3,524.8
2.335,4.072016,-44.563928,656.3,582.9,482.3,524.8
2.34,3.639834,-43.245947,656.3,582.9,482.3,524.8
2.345,3.14378,-41.98112,656.3,582.9,482.3,524.8
2.35,2.598326,-40.747994,656.3,582.9,482.3,524.8
2.355,2.019933,-39.526027,656.3,582.9,482.3,524.8
2.36,1.427663,-38.299393,656.3,582.9,482.3,524.8
2.365,0.843309,-37.059119,656.3,582.9,482.3,524.8
2.37,0.290627,-35.803681,656.3,582.9,482.3,524.8
2.375,-0.206434,-34.538355,656.3,582.9,482.3,524.8
2.38,-0.626231,-33.273698,645.5683910820841,582.128594707803,481.8916089629546,525.3672097736742
2.385,-0.952068,-32.023568,623.229625267424,580.522848327891,481.0415079382952,526.5479056412566
2.39,-1.174312,-30.803069,606.2510769436518,579.5135749286733,480.6628991440799,527.720822788873
2.395,-1.291467,-29.626658,598.6784435627675,579.5509706490727,481.11164778887303,528.8800901212553
2.4,-1.309989,-28.506557,591.1058101818833,579.5883663694722,481.56039643366614,530.0393574536376
2.405,-1.242847,-27.451628,583.5331768009983,579.6257620898716,482.00914507845937,531.19862478602
2.41,-1.107208,-26.467034,575.9605434201139,579.6631578102711,482.4578937232525,532.3578921184023
2.415,-0.92181,-25.554901,568.5,579.7,482.9,533.5
2.42,-0.704706,-24.715716,568.5,579.7,482.9,533.5
2.425,-0.471901,-23.949685,568.5,579.7,482.9,533.5
