Time,R Foot Inversion,R Ankle Flexion,SSRightPF,SSRightINV,SSRightDF,SSRightEVR
2.96,3.737008,-13.219648,465.1600314098259,537.124782972568,575.9047201529163,692.62415477605
2.965,3.646966,-13.234134,465.01002113328116,535.5080055475855,574.5879632810233,694.0075828819629
2.97,3.538711,-13.367456,465,535.4,574.5,694.1
2.975,3.413877,-13.646822,465,535.4,574.5,694.1
2.98,3.27836,-14.087792,465,535.4,574.5,694.1
2.985,3.141272,-14.68963,465,535.4,574.5,694.1
2.99,3.012975,-15.433164,465,535.4,574.5,694.1
2.995,2.902784,-16.281977,465,535.4,574.5,694.1
3,2.816968,-17.186918,465,535.4,574.5,694.1
3.005,2.757494,-18.093127,466.2199550495093,534.0009689799206,570.5603286474562,694.5476899264254
3.01,2.72169,-18.948194,468.64335440917677,531.2218412738798,562.7343050272457,695.4370107923585
3.015,2.702917,-19.709794,471.06675376884425,528.4427135678392,554.908281407035,696.3263316582915
3.02,2.692244,-20.351192,473.49015312851174,525.6635858617984,547.0822577868245,697.2156525242245
3.025,2.680973,-20.86337,475.9,522.9,539.3,698.1
3.03,2.66339,-21.253119,475.9,522.9,539.3,698.1
3.035,2.638651,-21.537312,475.89054856797736,522.9153585770367,539.3283542960678,698.0852321374647
3.04,2.610696,-21.734908,475.49318900803496,523.5610678619431,540.5204329758951,697.4643578250547
3.045,2.585884,-21.859376,475.0958294480925,524.2067771468496,541.7125116557224,696.8434835126446
3.05,2.569228,-21.914578,474.69846988815004,524.8524864317561,542.9045903355499,696.2226092002345
3.055,2.5609,-21.895985,474.30111032820764,525.4981957166626,544.0966690153772,695.6017348878244
3.06,2.554564,-21.796737,473.0847006781085,524.9908881219103,545.7751423085531,695.3372325790505
3.065,2.538126,-21.615559,471.86599597139934,524.4803496636943,547.454978525909,695.073728858681
3.07,2.496457,-21.362432,470.64729126469,523.9698112054782,549.1348147432651,694.8102251383114
3.075,2.415038,-21.059029,469.4285865579808,523.4592727472622,550.8146509606211,694.5467214179419
3.08,2.283485,-20.733602,468.2098818512716,522.9487342890462,552.4944871779769,694.2832176975722
3.085,2.098142,-20.412729,466.99117714456236,522.4381958308302,554.1743233953329,694.0197139772026
3.09,1.863158,-20.113662,466.9,522.4,554.3,694
3.095,1.589778,-19.840469,466.9,522.4,554.3,694
3.1,1.294135,-19.58546,466.9,522.4,554.3,694
3.105,0.994308,-19.335116,466.9,522.4,554.3,694
3.11,0.707564,-19.077966,466.9,522.4,554.3,694
3.115,0.448424,-18.811122,466.9,522.4,554.3,694
3.12,0.227687,-18.54278,466.9,522.4,554.3,694
3.125,0.051984,-18.289595,466.58339378329333,522.2044491014459,554.9890841187145,693.7858252063455
3.13,-0.07667,-18.070067,465.8244982518505,521.7357195084959,556.6407979224429,693.2724546997813
3.135,-0.161204,-17.897057,465.0656027204078,521.266989915546,558.2925117261713,692.7590841932171
3.14,-0.209109,-17.772921,464.3067071889651,520.7982603225961,559.9442255298995,692.245713686653
3.145,-0.231245,-17.689024,463.54781165752235,520.3295307296461,561.5959393336278,691.7323431800887
3.15,-0.240317,-17.629128,463.5,520.3,561.7,691.7
3.155,-0.249305,-17.574787,463.5,520.3,561.7,691.7
3.16,-0.269869,-17.510574,463.2303928960974,520.0718709120824,562.9443404795504,692.0940411518577
3.165,-0.31092,-17.427432,462.894387473271,519.7875586312293,564.4951347387492,692.585126000604
3.17,-0.377719,-17.323399,462.5583820504446,519.5032463503762,566.045928997948,693.0762108493502
3.175,-0.471737,-17.202077,462.2223766276182,519.2189340695231,567.5967232571469,693.5672956980965
3.18,-0.591315,-17.069861,462.04468124779316,518.9204262460278,567.8553187522068,694.0193606309584
3.185,-0.732883,-16.933054,461.8782808923237,518.6209056061826,568.0217191076764,694.4686415907261
3.19,-0.892288,-16.795701,461.71188053685415,518.3213849663375,568.1881194631459,694.9179225504937
3.195,-1.065775,-16.658599,461.5454801813846,518.0218643264924,568.3545198186154,695.3672035102614
3.2,-1.250339,-16.51959,461.37907982591514,517.7223436866473,568.520920174085,695.8164844700291
3.205,-1.44347,-16.374854,461.2126794704456,517.4228230468021,568.6873205295544,696.2657654297967
3.21,-1.642671,-16.220658,461.2,517.4,568.7,696.3
3.215,-1.845073,-16.054942,461.2,517.4,568.7,696.3
3.22,-2.047374,-15.87822,461.2,517.4,568.7,696.3
3.225,-2.246059,-15.693559,461.2,517.4,568.7,696.3
3.23,-2.437827,-15.505709,461.2,517.4,568.7,696.3
3.235,-2.620046,-15.319727,461.2,517.4,568.7,696.3
3.24,-2.791141,-15.139594,461.2,517.4,568.7,696.3
3.245,-2.950779,-14.967243,461.1546615864729,517.2549170767134,568.7453384135271,696.717113404449
3.25,-3.099846,-14.80222,461.04429620195873,516.901747846268,568.8557037980413,697.7324749419795
3.255,-3.240278,-14.641994,460.93393081744455,516.5485786158225,568.9660691825554,698.7478364795099
3.26,-3.374748,-14.482756,460.82356543293037,516.1954093853772,569.0764345670697,699.7631980170404
3.265,-3.506144,-14.320523,460.7132000484162,515.8422401549318,569.1867999515838,700.7785595545708
3.27,-3.636836,-14.152244,460.7,515.8,569.2,700.9
3.275,-3.767959,-13.976602,460.7,515.8,569.2,700.9
3.28,-3.899101,-13.79425,460.7861998001119,515.4121008994964,569.243099900056,701.8697477512587
3.285,-4.028641,-13.607464,460.89165785189425,514.9375396664759,569.2958289259471,703.05615083381
3.29,-4.154613,-13.419403,460.99711590367656,514.4629784334555,569.3485579518383,704.2425539163612
