Time,L Foot Inversion,L Ankle Flexion,SSLeftPF,SSLeftINV,SSLeftDF,SSLeftEVR
4.49,-2.2088,-14.043125,551.4797717028348,590.3317693030307,539.9896004799608,583.8436587541541
4.495,-1.988604,-13.83747,551.2148899010871,592.3846032665757,539.5260573269022,582.2874781688862
4.5,-1.74668,-13.638806,551.2157528900987,593.6499609772015,538.775367055462,581.1918150336863
4.505,-1.481724,-13.482457,551.2324440464963,594.8684153942273,538.0075738611717,580.123581024239
4.51,-1.195446,-13.403338,551.2491352028939,596.0868698112531,537.2397806668815,579.0553470147918
4.515,-0.891142,-13.427954,551.2658263592915,597.3053242282789,536.4719874725913,577.9871130053444
4.52,-0.572168,-13.566089,551.282517515689,598.5237786453047,535.7041942783011,576.9188789958972
4.525,-0.241586,-13.809093,551.2992086720867,599.7422330623307,534.9364010840108,575.8506449864498
4.53,0.096648,-14.136591,551.3,599.8,534.9,575.8
4.535,0.436019,-14.525997,551.3,599.8,534.9,575.8
4.54,0.766494,-14.959552,551.3,599.8,534.9,575.8
4.545,1.074841,-15.427643,551.8809020815684,602.4463317049225,532.6732086873213,573.2182129708073
4.55,1.346198,-15.929038,552.4786698548683,605.1694960055107,530.3817655563386,570.5614673116968
4.555,1.566504,-16.469149,553.076437628168,607.892660306099,528.0903224253558,567.9047216525863
4.56,1.725058,-17.057574,553.1,608,528,567.8
4.565,1.816557,-17.705776,553.1,608,528,567.8
4.57,1.842291,-18.425233,553.1,608,528,567.8
4.575,1.810498,-19.225951,554.5500294386036,609.5252161502349,526.6358982318322,566.6292354903127
4.58,1.735908,-20.11518,556.0476979964294,611.1005415962442,525.2269804033591,565.4200068028829
4.585,1.638506,-21.096297,557.5453665542551,612.6758670422536,523.8180625748859,564.2107781154532
4.59,1.54165,-22.168036,559.0430351120809,614.251192488263,522.4091447464127,563.0015494280235
4.595,1.469642,-23.324388,560.5407036699067,615.8265179342723,521.0002269179396,561.7923207405938
4.6,1.444882,-24.55554,562.0383722277326,617.4018433802817,519.5913090894664,560.583092053164
4.605,1.48465,-25.850061,563.5360407855584,618.9771688262911,518.1823912609932,559.3738633657343
4.61,1.597724,-27.198203,565.0337093433844,620.5524942723007,516.7734734325198,558.1646346783044
4.615,1.781321,-28.595618,566.5313779012102,622.12781971831,515.3645556040467,556.9554059908747
4.62,2.019175,-30.046366,566.6,622.2,515.3,556.9
4.625,2.281697,-31.563875,566.6,622.2,515.3,556.9
4.63,2.528824,-33.168742,566.6,622.2,515.3,556.9
4.635,2.7156,-34.883091,574.7635751112919,621.9438878396458,510.3378268931363,554.8190886971216
4.64,2.799771,-36.722418,583.1313784551348,621.6813685190546,505.25151505668276,552.6861192173186
4.645,2.750062,-38.686908,591.4991817989778,621.4188491984635,500.1652032202292,550.5531497375155
4.65,2.553476,-40.754639,592.1,621.4,499.8,550.4
