Time,R_IEV,R_FLX,L_IEV,L_FLX,R_INV,R_EVR,R_DFX,R_PFX,R_HEEL,L_HEEL,L_EVR,L_DFX,L_INV,L_PFX
2020-10-20 21:35:54.613823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:54.621823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:54.629823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:54.637823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:54.645823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:54.653823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:54.661823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:54.669823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:54.677823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:54.685823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:54.693823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:54.701823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:54.709823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:54.717823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:54.725823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:54.733823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:54.741823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:54.749823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:54.757823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:54.765823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:54.773823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:54.781823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:54.789823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:54.797823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:54.805823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:54.813823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:54.821823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:54.829823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:54.837823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:54.845823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:54.853823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:54.861823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:54.869823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:54.877823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:54.885823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:54.893823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:54.901823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:54.909823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:54.917823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:54.925823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:54.933823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:54.941823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:54.949823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:54.957823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:54.965823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:54.973823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:54.981823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:54.989823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:54.997823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:55.005823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:55.013823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:55.021823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:55.029823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:55.037823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:55.045823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:55.053823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:55.061823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:55.069823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:55.077823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:55.085823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:55.093823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:55.101823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:55.109823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:55.117823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:55.125823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:55.133823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:55.141823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:55.149823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:55.157823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:55.165823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:55.173823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:55.181823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:55.189823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:55.197823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:55.205823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:55.213823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:55.221823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:55.229823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:55.237823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:55.245823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:55.253823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:55.261823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:55.269823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:55.277823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:55.285823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:55.293823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:55.301823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:55.309823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:55.317823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:55.325823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:55.333823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:55.341823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:55.349823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:55.357823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:55.365823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:55.373823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:55.381823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:55.389823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:55.397823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:55.405823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:55.413823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:55.421823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:55.429823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:55.437823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:55.445823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:55.453823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:55.461823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:55.469823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:55.477823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:55.485823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:55.493823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:55.501823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:55.509823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:55.517823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:55.525823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:55.533823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:55.541823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:55.549823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:55.557823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:55.565823+00:00,,,,,,,,,,,,,,
2020-10-20 21:35:55.573823+00:00,,,,,,,,,,,,,,
