Time,R_IEV,R_FLX,L_IEV,L_FLX,R_INV,R_EVR,R_DFX,R_PFX,R_HEEL,L_HEEL,L_EVR,L_DFX,L_INV,L_PFX
2020-10-20 21:55:43.370317+00:00,,,,,,,,,,,,,,
2020-10-20 21:55:43.378317+00:00,,,,,,,,,,,,,,
2020-10-20 21:55:43.386317+00:00,,,,,,,,,,,,,,
2020-10-20 21:55:43.394317+00:00,,,,,,,,,,,,,,
2020-10-20 21:55:43.402317+00:00,,,,,,,,,,,,,,
2020-10-20 21:55:43.410317+00:00,,,,,,,,,,,,,,
2020-10-20 21:55:43.418317+00:00,,,,,,,,,,,,,,
2020-10-20 21:55:43.426317+00:00,,,,,,,,,,,,,,
2020-10-20 21:55:43.434317+00:00,,,,,,,,,,,,,,
2020-10-20 21:55:43.442317+00:00,,,,,,,,,,,,,,
2020-10-20 21:55:43.450317+00:00,,,,,,,,,,,,,,
2020-10-20 21:55:43.458317+00:00,,,,,,,,,,,,,,
2020-10-20 21:55:43.466317+00:00,,,,,,,,,,,,,,
2020-10-20 21:55:43.474317+00:00,,,,,,,,,,,,,,
2020-10-20 21:55:43.482317+00:00,,,,,,,,,,,,,,
2020-10-20 21:55:43.490317+00:00,,,,,,,,,,,,,,
2020-10-20 21:55:43.498317+00:00,,,,,,,,,,,,,,
2020-10-20 21:55:43.506317+00:00,,,,,,,,,,,,,,
2020-10-20 21:55:43.514317+00:00,,,,,,,,,,,,,,
2020-10-20 21:55:43.522317+00:00,,,,,,,,,,,,,,
2020-10-20 21:55:43.530317+00:00,,,,,,,,,,,,,,
2020-10-20 21:55:43.538317+00:00,,,,,,,,,,,,,,
2020-10-20 21:55:43.546317+00:00,,,,,,,,,,,,,,
2020-10-20 21:55:43.554317+00:00,,,,,,,,,,,,,,
2020-10-20 21:55:43.562317+00:00,,,,,,,,,,,,,,
2020-10-20 21:55:43.570317+00:00,,,,,,,,,,,,,,
2020-10-20 21:55:43.578317+00:00,,,,,,,,,,,,,,
2020-10-20 21:55:43.586317+00:00,,,,,,,,,,,,,,
2020-10-20 21:55:43.594317+00:00,,,,,,,,,,,,,,
2020-10-20 21:55:43.602317+00:00,,,,,,,,,,,,,,
2020-10-20 21:55:43.610317+00:00,,,,,,,,,,,,,,
2020-10-20 21:55:43.618317+00:00,,,,,,,,,,,,,,
2020-10-20 21:55:43.626317+00:00,,,,,,,,,,,,,,
2020-10-20 21:55:43.634317+00:00,,,,,,,,,,,,,,
2020-10-20 21:55:43.642317+00:00,,,,,,,,,,,,,,
2020-10-20 21:55:43.650317+00:00,,,,,,,,,,,,,,
2020-10-20 21:55:43.658317+00:00,,,,,,,,,,,,,,
2020-10-20 21:55:43.666317+00:00,,,,,,,,,,,,,,
2020-10-20 21:55:43.674317+00:00,,,,,,,,,,,,,,
2020-10-20 21:55:43.682317+00:00,,,,,,,,,,,,,,
2020-10-20 21:55:43.690317+00:00,,,,,,,,,,,,,,
2020-10-20 21:55:43.698317+00:00,,,,,,,,,,,,,,
2020-10-20 21:55:43.706317+00:00,,,,,,,,,,,,,,
2020-10-20 21:55:43.714317+00:00,,,,,,,,,,,,,,
2020-10-20 21:55:43.722317+00:00,,,,,,,,,,,,,,
2020-10-20 21:55:43.730317+00:00,,,,,,,,,,,,,,
2020-10-20 21:55:43.738317+00:00,,,,,,,,,,,,,,
2020-10-20 21:55:43.746317+00:00,,,,,,,,,,,,,,
2020-10-20 21:55:43.754317+00:00,,,,,,,,,,,,,,
2020-10-20 21:55:43.762317+00:00,,,,,,,,,,,,,,
2020-10-20 21:55:43.770317+00:00,,,,,,,,,,,,,,
2020-10-20 21:55:43.778317+00:00,,,,,,,,,,,,,,
2020-10-20 21:55:43.786317+00:00,,,,,,,,,,,,,,
2020-10-20 21:55:43.794317+00:00,,,,,,,,,,,,,,
2020-10-20 21:55:43.802317+00:00,,,,,,,,,,,,,,
2020-10-20 21:55:43.810317+00:00,,,,,,,,,,,,,,
2020-10-20 21:55:43.818317+00:00,,,,,,,,,,,,,,
2020-10-20 21:55:43.826317+00:00,,,,,,,,,,,,,,
2020-10-20 21:55:43.834317+00:00,,,,,,,,,,,,,,
2020-10-20 21:55:43.842317+00:00,,,,,,,,,,,,,,
2020-10-20 21:55:43.850317+00:00,,,,,,,,,,,,,,
2020-10-20 21:55:43.858317+00:00,,,,,,,,,,,,,,
2020-10-20 21:55:43.866317+00:00,,,,,,,,,,,,,,
2020-10-20 21:55:43.874317+00:00,,,,,,,,,,,,,,
2020-10-20 21:55:43.882317+00:00,,,,,,,,,,,,,,
2020-10-20 21:55:43.890317+00:00,,,,,,,,,,,,,,
2020-10-20 21:55:43.898317+00:00,,,,,,,,,,,,,,
2020-10-20 21:55:43.906317+00:00,,,,,,,,,,,,,,
