Time,R_IEV,R_FLX,L_IEV,L_FLX,R_PFX,R_INV,R_DFX,R_EVR,R_HEEL,L_HEEL,L_EVR,L_DFX,L_INV,L_PFX
2020-10-01 20:49:05.811227+00:00,,,,,530.2,491.6,504.2,565.0,382.0,409.65,613.24,539.44,588.84,686.0
2020-10-01 20:49:05.819227+00:00,,,,,530.4,492.6,503.2,564.5,382.8,409.95,612.81,539.0,588.49,686.17
2020-10-01 20:49:05.827227+00:00,,,,,525.9,488.2,499.5,560.8,380.6,410.07,612.0,538.21,588.59,687.13
2020-10-01 20:49:05.835227+00:00,,,,,527.8,491.6,504.8,563.1,381.1,409.66,613.38,540.0,588.69,685.52
2020-10-01 20:49:05.843227+00:00,,,,,531.6,491.7,501.9,564.1,383.2,409.59,612.97,539.85,589.16,685.47
2020-10-01 20:49:05.851227+00:00,,,,,529.0,492.0,503.7,563.2,381.8,409.8,613.36,539.13,588.75,686.1
2020-10-01 20:49:05.859227+00:00,,,,,530.4,492.7,503.7,562.9,382.0,410.39,613.8,539.7,588.81,685.91
2020-10-01 20:49:05.867227+00:00,,,,,530.5,493.3,503.0,561.6,380.9,409.85,614.14,539.28,587.7,684.83
2020-10-01 20:49:05.875227+00:00,,,,,529.3,493.4,504.2,564.0,382.0,409.78,613.64,539.51,589.4,685.9
2020-10-01 20:49:05.883227+00:00,,,,,529.8,492.1,503.6,563.9,381.7,409.58,614.34,539.55,588.71,685.63
2020-10-01 20:49:05.891227+00:00,,,,,529.73,492.22,503.35,564.28,383.5,409.61,614.38,540.5,588.88,685.26
2020-10-01 20:49:05.899227+00:00,,,,,528.13,492.49,504.35,563.07,382.31,410.32,614.86,540.36,588.88,685.55
2020-10-01 20:49:05.907227+00:00,,,,,531.12,492.55,502.42,563.57,383.8,410.44,613.54,538.23,588.56,686.7
2020-10-01 20:49:05.915227+00:00,,,,,531.93,494.12,504.83,564.44,381.83,407.91,612.8,540.04,589.92,686.5
2020-10-01 20:49:05.923227+00:00,,,,,529.46,493.15,503.25,561.87,381.3,410.11,614.41,539.83,588.74,685.69
2020-10-01 20:49:05.931227+00:00,,,,,530.11,492.6,503.63,563.15,381.53,409.82,615.06,540.58,588.54,685.26
2020-10-01 20:49:05.939227+00:00,,,,,529.6,493.02,504.01,563.2,382.2,409.84,615.17,540.73,588.8,685.09
2020-10-01 20:49:05.947227+00:00,,,,,529.97,492.96,503.96,562.94,381.23,410.42,614.89,540.73,588.41,685.12
2020-10-01 20:49:05.955227+00:00,,,,,529.39,492.68,504.04,563.55,382.26,410.74,615.01,540.17,588.42,685.33
2020-10-01 20:49:05.963227+00:00,,,,,532.71,495.09,508.09,570.47,389.07,409.92,615.02,540.6,589.17,685.38
2020-10-01 20:49:05.971227+00:00,,,,,529.48,492.53,503.87,563.0,381.58,409.93,615.35,541.0,588.32,685.34
2020-10-01 20:49:05.979227+00:00,,,,,528.94,492.93,503.74,563.45,381.66,409.97,615.5,540.96,588.59,685.57
2020-10-01 20:49:05.987227+00:00,,,,,529.81,493.0,504.2,562.88,381.78,409.96,615.55,541.39,588.88,685.04
2020-10-01 20:49:05.995227+00:00,,,,,529.27,493.0,503.88,563.21,381.5,409.63,615.16,541.41,589.36,685.33
2020-10-01 20:49:06.003227+00:00,,,,,528.68,493.12,503.93,563.1,381.71,408.19,614.01,541.89,590.43,686.0
2020-10-01 20:49:06.011227+00:00,,,,,528.72,493.7,504.69,563.53,382.13,410.19,615.71,540.65,588.29,685.43
2020-10-01 20:49:06.019227+00:00,,,,,529.18,493.2,503.35,564.0,383.23,410.04,615.57,541.43,589.08,685.27
2020-10-01 20:49:06.027227+00:00,,,,,527.51,493.6,503.69,563.58,382.82,410.04,616.42,541.68,588.73,684.81
2020-10-01 20:49:06.035227+00:00,,,,,525.22,492.77,506.02,562.85,380.56,410.02,615.69,541.5,588.76,684.85
2020-10-01 20:49:06.043227+00:00,,,,,525.32,493.41,505.42,562.59,381.6,409.66,615.83,541.73,589.09,685.79
2020-10-01 20:49:06.051227+00:00,,,,,528.37,495.99,506.47,564.96,383.27,410.59,616.6,541.67,588.91,685.21
2020-10-01 20:49:06.059227+00:00,,,,,524.62,493.32,504.04,561.32,380.85,410.37,616.35,541.83,588.9,685.38
2020-10-01 20:49:06.067227+00:00,,,,,525.66,493.75,504.45,562.46,381.55,409.73,616.77,542.21,588.27,684.63
2020-10-01 20:49:06.075227+00:00,,,,,525.66,494.38,504.88,562.35,381.88,410.06,616.44,541.64,588.7,685.51
2020-10-01 20:49:06.083227+00:00,,,,,525.14,494.17,504.89,562.19,381.86,410.2,616.75,542.87,588.87,684.96
2020-10-01 20:49:06.091227+00:00,,,,,524.45,494.13,505.0,561.87,381.7,409.13,616.16,543.27,588.75,683.96
2020-10-01 20:49:06.099227+00:00,,,,,516.86,485.89,496.6,552.11,375.37,410.25,616.48,542.36,589.28,684.85
2020-10-01 20:49:06.107227+00:00,,,,,522.84,493.66,507.43,561.57,381.03,410.09,616.9,543.04,589.06,685.27
2020-10-01 20:49:06.115227+00:00,,,,,524.57,494.58,504.71,560.91,382.88,409.86,617.69,543.44,588.69,684.06
2020-10-01 20:49:06.123227+00:00,,,,,523.04,494.68,506.36,560.71,381.77,410.48,618.29,543.33,589.28,683.99
2020-10-01 20:49:06.131227+00:00,,,,,522.31,494.68,506.68,560.73,381.61,410.62,617.7,542.96,588.47,683.9
2020-10-01 20:49:06.139227+00:00,,,,,522.58,497.52,509.41,561.36,381.8,410.7,617.83,543.22,588.33,684.02
2020-10-01 20:49:06.147227+00:00,,,,,521.48,495.51,507.24,559.38,381.69,410.56,618.76,544.03,588.68,684.13
2020-10-01 20:49:06.155227+00:00,,,,,521.37,495.48,507.62,559.99,381.71,410.37,618.94,544.29,588.73,683.85
2020-10-01 20:49:06.163227+00:00,,,,,519.53,497.62,507.62,558.12,381.99,410.45,618.44,544.07,588.26,683.38
2020-10-01 20:49:06.171227+00:00,,,,,518.71,496.78,508.86,557.53,381.38,410.72,618.55,544.32,588.64,684.14
2020-10-01 20:49:06.179227+00:00,,,,,518.3,496.22,509.26,557.94,380.51,411.05,619.02,544.14,588.23,684.24
2020-10-01 20:49:06.187227+00:00,,,,,515.62,494.11,507.9,555.7,378.4,411.7,619.24,543.1,586.67,684.82
2020-10-01 20:49:06.195227+00:00,,,,,518.45,497.13,509.68,557.74,380.25,411.45,619.13,544.72,588.25,683.45
2020-10-01 20:49:06.203227+00:00,,,,,517.16,498.94,511.03,556.85,379.99,411.75,620.25,545.08,587.95,682.88
2020-10-01 20:49:06.211227+00:00,,,,,517.27,499.6,512.08,557.06,379.76,411.49,620.55,545.71,587.98,683.18
2020-10-01 20:49:06.219227+00:00,,,,,515.88,499.88,514.1,558.6,379.26,411.72,620.66,545.85,588.28,683.07
2020-10-01 20:49:06.227227+00:00,,,,,516.19,501.99,513.12,557.58,381.17,410.95,620.25,545.79,588.94,682.38
2020-10-01 20:49:06.235227+00:00,,,,,514.63,500.63,515.6,557.46,378.34,412.52,620.36,546.45,588.16,682.91
2020-10-01 20:49:06.243227+00:00,,,,,513.93,503.6,516.35,555.99,379.36,412.51,620.77,546.45,588.53,682.9
2020-10-01 20:49:06.251227+00:00,,,,,514.55,504.64,515.35,556.8,379.13,413.33,620.73,546.66,588.38,682.56
2020-10-01 20:49:06.259227+00:00,,,,,511.69,506.05,518.17,555.78,376.96,412.99,620.74,547.14,588.08,682.27
2020-10-01 20:49:06.267227+00:00,,,,,511.05,507.15,517.97,555.65,376.44,413.71,620.84,547.86,588.45,682.26
2020-10-01 20:49:06.275227+00:00,,,,,511.99,508.71,518.09,554.07,374.33,414.59,619.73,545.9,590.09,685.63
2020-10-01 20:49:06.283227+00:00,,,,,508.45,509.39,519.7,555.06,374.34,414.56,621.3,548.45,588.74,682.4
2020-10-01 20:49:06.291227+00:00,,,,,507.83,509.49,519.44,555.11,373.59,414.2,621.08,549.0,589.14,682.46
2020-10-01 20:49:06.299227+00:00,,,,,508.99,511.3,517.63,555.01,375.49,413.78,621.48,549.35,589.97,682.72
2020-10-01 20:49:06.307227+00:00,,,,,506.1,511.22,518.95,553.56,373.73,414.43,621.45,549.23,590.03,683.15
2020-10-01 20:49:06.315227+00:00,,,,,506.83,510.28,516.95,554.41,374.33,415.48,623.58,549.8,589.4,683.06
2020-10-01 20:49:06.323227+00:00,,,,,506.55,510.99,517.69,554.82,373.33,415.42,622.63,548.87,590.63,684.32
2020-10-01 20:49:06.331227+00:00,,,,,507.71,511.46,515.79,553.22,371.7,415.56,623.36,549.81,590.6,684.32
2020-10-01 20:49:06.339227+00:00,,,,,506.61,510.47,513.7,553.34,373.23,415.51,623.7,550.28,591.01,684.63
2020-10-01 20:49:06.347227+00:00,,,,,506.19,510.33,513.18,553.97,373.39,416.09,623.78,550.35,591.45,684.77
2020-10-01 20:49:06.355227+00:00,,,,,506.45,509.07,512.24,554.09,371.41,416.54,623.86,550.24,591.0,685.26
2020-10-01 20:49:06.363227+00:00,,,,,507.25,509.63,509.88,552.26,371.41,418.22,623.62,548.92,590.38,685.11
2020-10-01 20:49:06.371227+00:00,,,,,507.38,509.35,509.36,553.17,371.54,417.05,625.19,551.46,591.28,684.66
2020-10-01 20:49:06.379227+00:00,,,,,506.97,508.64,508.55,553.14,371.99,417.16,624.97,551.61,591.41,684.54
2020-10-01 20:49:06.387227+00:00,,,,,506.91,508.2,508.29,552.49,371.5,417.31,625.77,552.42,592.18,683.99
2020-10-01 20:49:06.395227+00:00,,,,,506.74,507.78,507.97,552.69,372.14,417.13,625.54,552.46,592.06,683.2
2020-10-01 20:49:06.403227+00:00,,,,,507.03,507.31,508.84,553.04,372.07,417.27,625.38,553.26,591.84,682.32
2020-10-01 20:49:06.411227+00:00,,,,,510.21,510.35,511.08,554.89,372.06,418.28,625.46,552.61,591.58,682.09
2020-10-01 20:49:06.419227+00:00,-4.6176180194687015,-6.779386037857613,-2.9584276072581503,-7.644633652890931,507.53,506.59,507.26,553.24,373.04,418.22,625.86,553.43,591.44,680.93
2020-10-01 20:49:06.427227+00:00,-4.668855963872138,-5.880785616925123,-2.452846837297286,-7.849102132980265,507.19,506.9,508.14,553.7,373.14,418.52,626.03,554.11,590.89,679.59
2020-10-01 20:49:06.435227+00:00,-5.047085736204891,-5.465617302707936,-2.2132292356961143,-7.762035250386532,506.78,507.12,507.72,552.73,373.04,418.53,626.26,554.87,590.45,678.58
2020-10-01 20:49:06.443227+00:00,-5.094062929683977,-6.4396164060990015,-2.6733706440258835,-7.336358990704812,506.29,505.5,509.01,553.0,370.43,418.31,626.55,555.17,590.97,677.35
2020-10-01 20:49:06.451227+00:00,-5.596556062911458,-6.9541746481263935,-2.5626057443115706,-7.031487508819698,506.28,506.23,510.1,553.71,370.84,417.97,626.56,556.72,591.23,676.37
2020-10-01 20:49:06.459227+00:00,-5.727352768390347,-7.563898732046374,-3.315876230974526,-5.945837357543053,510.17,508.66,510.5,551.75,369.54,419.31,626.02,555.81,589.47,675.38
2020-10-01 20:49:06.467227+00:00,-5.378542230411264,-8.25066018659272,-3.4435457046140874,-5.527700900672028,506.08,505.83,508.04,552.52,371.49,419.53,625.83,556.53,589.36,673.93
2020-10-01 20:49:06.475227+00:00,-5.0654596807576615,-8.416194292808738,-3.427687388256229,-6.128236424469658,506.6,505.62,507.18,552.23,371.18,419.74,626.15,557.34,588.9,671.99
2020-10-01 20:49:06.483227+00:00,-5.625614318915078,-8.218810762048909,-3.887697679935771,-6.078043898763792,506.73,505.48,507.1,553.1,371.52,419.61,625.44,557.83,588.68,671.04
2020-10-01 20:49:06.491227+00:00,-5.751101583682337,-8.89299778007314,-3.7556102041376223,-5.425872901377883,506.03,504.93,506.86,552.62,371.39,419.27,625.78,558.77,588.54,669.55
2020-10-01 20:49:06.499227+00:00,-4.828987793577543,-7.968215937396773,-3.798099711442127,-4.720808573226222,506.78,504.58,506.01,552.67,371.79,419.46,624.79,559.54,588.43,668.04
2020-10-01 20:49:06.507227+00:00,-4.88419046222113,-9.238464838885978,-3.321626591001572,-4.789608147147536,506.14,505.14,505.07,551.1,372.78,419.98,625.3,559.62,588.41,666.61
2020-10-01 20:49:06.515227+00:00,-5.343470549092812,-10.945735824444967,-3.544795010694953,-4.4480856215579685,507.55,502.02,504.82,553.85,371.75,420.49,625.78,561.0,587.99,664.84
2020-10-01 20:49:06.523227+00:00,-5.108394540154414,-10.229158208875482,-4.125243555378594,-3.658240877738091,508.06,503.39,503.81,552.74,372.28,420.17,625.32,562.01,588.04,662.93
2020-10-01 20:49:06.531227+00:00,-5.161630103064639,-11.883980661997521,-3.9222795494622034,-3.9336246942796023,508.18,501.66,502.85,552.61,371.26,419.79,624.6,561.78,588.03,663.27
2020-10-01 20:49:06.539227+00:00,-6.239785136103409,-10.490268983452875,-3.7588516119268007,-3.6885916472293694,508.14,504.38,504.58,553.33,372.15,419.3,623.72,562.86,588.4,662.37
2020-10-01 20:49:06.547227+00:00,-7.058851869991408,-8.825311710274825,-3.8668632820232633,-3.313969437167338,525.78,520.0,520.74,571.27,385.82,420.22,624.36,563.79,587.66,660.56
2020-10-01 20:49:06.555227+00:00,-6.608434005798248,-9.968664103086018,-3.8183583614859837,-3.039412823332452,507.58,503.13,502.19,550.89,370.48,420.2,623.83,564.41,587.91,659.81
2020-10-01 20:49:06.563227+00:00,-6.347565097140631,-9.421392110551182,-3.6551146139447996,-2.622037567188204,508.51,504.13,503.98,552.42,371.68,420.3,623.55,564.8,587.29,658.18
2020-10-01 20:49:06.571227+00:00,-5.928585534613922,-9.878707589310912,-3.626198439667963,-2.521881120983947,508.77,502.7,501.75,553.57,372.26,420.34,623.93,565.52,586.68,657.38
2020-10-01 20:49:06.579227+00:00,-5.679103509870418,-11.188677909761251,-3.0324901142006477,-3.035901364146062,508.16,504.29,501.91,552.18,371.89,420.31,623.96,567.04,587.29,656.47
2020-10-01 20:49:06.587227+00:00,-6.786536311088123,-10.01127224973811,-2.8232705161925,-2.8509434463193717,510.7,503.05,502.25,554.08,371.03,419.68,624.0,568.04,587.65,655.32
2020-10-01 20:49:06.595227+00:00,-6.921739810734275,-10.08671784145064,-2.8702991518189136,-2.544420506746033,509.5,505.41,504.02,552.28,369.24,419.52,622.73,567.08,587.1,655.47
