Time,R_IEV,R_FLX,L_IEV,L_FLX,R_PFX,R_INV,R_DFX,R_EVR,R_HEEL,L_HEEL,L_EVR,L_DFX,L_INV,L_PFX
2020-09-24 20:46:57.881353+00:00,,,,,,,,,,,,,,
2020-09-24 20:46:57.889353+00:00,,,,,,,,,,,,,,
2020-09-24 20:46:57.897353+00:00,,,,,,,,,,,,,,
2020-09-24 20:46:57.905353+00:00,,,,,,,,,,,,,,
2020-09-24 20:46:57.913353+00:00,,,,,,,,,,,,,,
2020-09-24 20:46:57.921353+00:00,,,,,,,,,,,,,,
2020-09-24 20:46:57.929353+00:00,,,,,,,,,,,,,,
2020-09-24 20:46:57.937353+00:00,,,,,,,,,,,,,,
2020-09-24 20:46:57.945353+00:00,,,,,,,,,,,,,,
2020-09-24 20:46:57.953353+00:00,,,,,,,,,,,,,,
2020-09-24 20:46:57.961353+00:00,,,,,,,,,,,,,,
2020-09-24 20:46:57.969353+00:00,,,,,,,,,,,,,,
2020-09-24 20:46:57.977353+00:00,,,,,,,,,,,,,,
2020-09-24 20:46:57.985353+00:00,,,,,,,,,,,,,,
2020-09-24 20:46:57.993353+00:00,,,,,,,,,,,,,,
2020-09-24 20:46:58.001353+00:00,,,,,,,,,,,,,,
2020-09-24 20:46:58.009353+00:00,,,,,,,,,,,,,,
2020-09-24 20:46:58.017353+00:00,,,,,,,,,,,,,,
2020-09-24 20:46:58.025353+00:00,,,,,,,,,,,,,,
2020-09-24 20:46:58.033353+00:00,,,,,,,,,,,,,,
2020-09-24 20:46:58.041353+00:00,,,,,,,,,,,,,,
2020-09-24 20:46:58.049353+00:00,,,,,,,,,,,,,,
2020-09-24 20:46:58.057353+00:00,,,,,,,,,,,,,,
2020-09-24 20:46:58.065353+00:00,,,,,,,,,,,,,,
2020-09-24 20:46:58.073353+00:00,,,,,,,,,,,,,,
2020-09-24 20:46:58.081353+00:00,,,,,,,,,,,,,,
2020-09-24 20:46:58.089353+00:00,,,,,,,,,,,,,,
2020-09-24 20:46:58.097353+00:00,,,,,,,,,,,,,,
