Time,R_IEV,R_FLX,L_IEV,L_FLX,R_PFX,R_INV,R_DFX,R_EVR,R_HEEL,L_HEEL,L_EVR,L_DFX,L_INV,L_PFX
2020-09-29 21:34:10.788959+00:00,,,,,519.9,497.56,499.69,553.41,389.1,405.19,646.35,526.69,560.21,731.87
2020-09-29 21:34:10.796959+00:00,,,,,520.42,497.33,499.82,553.56,388.76,403.99,646.14,526.7,561.05,732.1
2020-09-29 21:34:10.804959+00:00,,,,,520.31,497.71,499.99,552.91,388.54,404.8,647.27,526.76,559.94,731.14
2020-09-29 21:34:10.812959+00:00,,,,,520.48,497.36,499.69,553.52,389.33,405.41,647.42,526.85,559.64,731.18
2020-09-29 21:34:10.820959+00:00,,,,,520.23,497.49,500.06,553.3,388.83,405.56,647.15,526.53,560.21,730.98
2020-09-29 21:34:10.828959+00:00,,,,,520.92,498.7,500.47,553.49,388.33,404.86,646.91,526.79,559.96,731.24
2020-09-29 21:34:10.836959+00:00,,,,,520.46,497.39,499.54,553.33,389.13,405.06,647.14,526.86,559.98,730.8
2020-09-29 21:34:10.844959+00:00,,,,,520.43,496.81,499.55,554.01,388.88,405.52,647.0,526.75,559.83,731.24
2020-09-29 21:34:10.852959+00:00,,,,,520.56,497.46,500.2,553.58,388.66,405.35,646.89,526.49,560.01,730.95
2020-09-29 21:34:10.860959+00:00,,,,,520.02,497.91,499.91,553.7,388.22,405.25,646.88,526.93,560.11,730.6
2020-09-29 21:34:10.868959+00:00,,,,,520.72,497.67,500.31,553.25,389.06,404.99,647.56,527.03,560.14,731.04
2020-09-29 21:34:10.876959+00:00,,,,,520.27,497.41,499.96,552.92,389.16,405.28,646.71,526.43,559.89,731.35
2020-09-29 21:34:10.884959+00:00,,,,,520.31,497.59,499.58,553.43,388.58,404.28,650.45,530.15,560.86,729.8
2020-09-29 21:34:10.892959+00:00,,,,,520.53,497.3,499.51,553.38,388.83,404.89,648.31,528.09,560.19,730.15
2020-09-29 21:34:10.900959+00:00,,,,,520.67,497.63,499.96,553.44,389.01,404.96,646.88,526.83,560.29,730.56
2020-09-29 21:34:10.908959+00:00,,,,,520.44,497.68,500.26,553.63,388.98,405.01,647.5,527.15,560.85,730.72
2020-09-29 21:34:10.916959+00:00,,,,,521.32,497.76,499.5,552.38,388.45,405.43,647.25,526.41,559.94,731.3
2020-09-29 21:34:10.924959+00:00,,,,,520.76,498.37,500.11,553.16,388.23,405.12,647.12,526.9,559.68,731.4
2020-09-29 21:34:10.932959+00:00,,,,,520.59,497.38,499.57,553.41,388.94,405.49,647.63,527.13,559.49,730.94
2020-09-29 21:34:10.940959+00:00,,,,,520.27,497.93,499.85,553.26,388.73,405.36,647.28,527.2,559.97,730.63
2020-09-29 21:34:10.948959+00:00,,,,,520.23,497.8,500.43,552.94,387.9,405.05,647.11,526.91,559.86,730.65
2020-09-29 21:34:10.956959+00:00,,,,,520.22,497.38,500.25,554.06,388.91,405.35,647.41,526.85,560.1,731.29
2020-09-29 21:34:10.964959+00:00,,,,,519.0,495.92,499.59,554.08,389.81,405.24,647.6,527.43,559.58,730.3
2020-09-29 21:34:10.972959+00:00,,,,,520.18,497.58,499.8,553.9,389.26,405.41,646.36,526.68,561.35,733.08
2020-09-29 21:34:10.980959+00:00,,,,,520.41,497.37,499.49,553.76,388.86,405.48,647.12,526.98,560.96,731.98
2020-09-29 21:34:10.988959+00:00,,,,,520.6,497.53,499.74,553.31,388.51,405.13,647.33,527.14,559.94,730.32
2020-09-29 21:34:10.996959+00:00,,,,,520.26,497.57,500.23,553.81,388.8,404.82,646.94,527.4,560.26,729.98
2020-09-29 21:34:11.004959+00:00,,,,,520.39,497.84,500.13,552.62,388.1,405.47,647.24,527.33,560.06,730.77
2020-09-29 21:34:11.012959+00:00,,,,,521.47,499.58,499.3,551.29,387.35,405.3,647.27,527.01,559.7,730.66
2020-09-29 21:34:11.020959+00:00,,,,,520.03,497.46,500.05,553.79,388.88,405.45,647.58,527.08,560.4,730.15
2020-09-29 21:34:11.028959+00:00,,,,,520.23,497.23,499.84,553.15,388.99,405.1,647.26,527.06,560.01,730.51
2020-09-29 21:34:11.036959+00:00,,,,,520.3,497.61,499.31,553.21,389.0,405.29,647.48,527.43,560.36,730.61
2020-09-29 21:34:11.044959+00:00,,,,,520.05,497.47,499.83,553.34,388.9,405.3,647.0,527.46,560.28,730.6
2020-09-29 21:34:11.052959+00:00,,,,,519.88,497.33,499.41,553.16,388.87,404.99,647.19,527.89,560.37,729.96
2020-09-29 21:34:11.060959+00:00,,,,,521.21,497.92,498.63,551.57,388.51,405.23,646.52,527.33,560.15,730.96
2020-09-29 21:34:11.068959+00:00,,,,,520.14,497.79,499.51,553.74,388.92,405.3,646.97,527.55,560.33,730.14
2020-09-29 21:34:11.076959+00:00,,,,,519.98,497.92,499.02,552.68,388.91,405.46,647.25,527.71,560.26,729.85
2020-09-29 21:34:11.084959+00:00,,,,,519.99,498.1,499.44,553.51,389.23,405.43,647.24,527.9,560.19,730.11
2020-09-29 21:34:11.092959+00:00,,,,,520.05,498.12,499.2,553.92,389.16,405.35,647.41,528.13,560.13,729.52
2020-09-29 21:34:11.100959+00:00,,,,,516.66,498.41,502.17,556.74,388.47,405.14,646.72,527.8,560.07,729.87
2020-09-29 21:34:11.108959+00:00,,,,,520.68,498.53,498.69,553.1,388.51,406.41,648.14,527.58,560.28,727.99
2020-09-29 21:34:11.116959+00:00,,,,,519.95,498.89,498.29,553.02,388.51,405.86,647.5,527.81,560.17,728.82
2020-09-29 21:34:11.124959+00:00,,,,,520.53,498.86,498.03,552.68,388.59,405.13,646.79,528.05,560.62,728.83
2020-09-29 21:34:11.132959+00:00,,,,,520.3,499.66,498.47,552.94,388.77,405.58,646.66,527.63,560.4,728.66
2020-09-29 21:34:11.140959+00:00,,,,,520.61,498.6,497.59,553.29,389.58,405.13,646.66,528.08,560.36,728.91
2020-09-29 21:34:11.148959+00:00,,,,,520.26,499.66,498.1,552.76,388.55,405.21,647.24,528.53,560.29,727.71
2020-09-29 21:34:11.156959+00:00,,,,,520.03,499.69,497.71,552.62,388.71,405.82,645.79,527.02,559.95,729.6
2020-09-29 21:34:11.164959+00:00,,,,,520.37,499.81,498.32,553.01,388.61,405.28,646.71,528.13,559.95,727.69
2020-09-29 21:34:11.172959+00:00,,,,,519.72,500.05,497.96,552.78,388.67,405.7,647.02,528.19,560.1,727.23
2020-09-29 21:34:11.180959+00:00,,,,,520.1,500.6,498.14,553.15,388.48,405.94,647.09,528.18,560.01,728.04
2020-09-29 21:34:11.188959+00:00,,,,,518.92,500.04,499.02,554.16,389.4,405.37,647.34,528.39,560.07,727.64
2020-09-29 21:34:11.196959+00:00,,,,,520.3,500.04,497.52,552.91,388.65,406.14,647.7,528.57,560.05,727.33
2020-09-29 21:34:11.204959+00:00,,,,,520.18,500.57,497.66,553.02,388.82,405.81,647.23,528.46,559.86,727.91
2020-09-29 21:34:11.212959+00:00,,,,,520.05,500.9,497.13,552.86,388.67,404.9,647.21,528.36,560.31,727.63
2020-09-29 21:34:11.220959+00:00,,,,,519.46,500.68,497.93,552.57,388.5,405.46,647.4,528.57,560.22,726.9
2020-09-29 21:34:11.228959+00:00,,,,,519.52,500.59,497.3,552.52,388.61,405.5,647.33,528.43,559.87,727.45
2020-09-29 21:34:11.236959+00:00,,,,,519.59,500.65,496.91,552.7,388.72,405.68,646.79,528.21,559.84,727.41
2020-09-29 21:34:11.244959+00:00,,,,,519.64,501.26,497.35,552.61,388.77,403.45,648.71,530.89,562.03,726.52
2020-09-29 21:34:11.252959+00:00,,,,,520.15,501.53,497.5,552.65,388.25,404.85,647.84,530.08,560.45,726.58
2020-09-29 21:34:11.260959+00:00,,,,,520.04,501.71,497.5,552.07,388.11,405.18,647.44,528.98,560.12,726.93
2020-09-29 21:34:11.268959+00:00,,,,,519.62,501.69,497.34,552.22,388.2,405.36,647.68,529.03,559.87,727.22
2020-09-29 21:34:11.276959+00:00,,,,,519.99,501.99,496.63,552.18,388.24,405.35,647.97,529.56,559.86,726.68
2020-09-29 21:34:11.284959+00:00,,,,,519.46,502.72,496.53,552.38,388.6,405.6,647.69,529.76,560.2,725.67
2020-09-29 21:34:11.292959+00:00,,,,,519.53,502.63,496.81,552.71,388.15,405.6,647.76,529.6,560.12,726.06
2020-09-29 21:34:11.300959+00:00,,,,,519.69,503.12,496.83,551.69,388.02,405.31,648.3,530.38,560.06,726.04
2020-09-29 21:34:11.308959+00:00,,,,,519.5,503.41,497.08,552.44,388.2,405.4,648.48,530.14,559.7,725.58
2020-09-29 21:34:11.316959+00:00,,,,,519.31,504.28,496.69,552.17,387.7,405.3,648.04,530.12,560.1,725.25
2020-09-29 21:34:11.324959+00:00,,,,,518.48,503.61,497.04,552.34,387.26,406.14,648.66,530.6,559.45,724.67
2020-09-29 21:34:11.332959+00:00,,,,,518.68,504.74,497.06,552.46,387.99,405.33,646.04,528.44,560.24,725.96
2020-09-29 21:34:11.340959+00:00,,,,,518.18,505.05,496.41,551.85,387.38,405.42,647.78,530.4,559.61,724.1
2020-09-29 21:34:11.348959+00:00,,,,,518.41,504.64,496.02,551.81,387.7,405.54,649.01,530.53,559.25,722.67
2020-09-29 21:34:11.356959+00:00,,,,,518.02,506.01,496.55,551.62,386.96,405.02,648.38,531.02,559.74,722.16
2020-09-29 21:34:11.364959+00:00,,,,,517.2,506.0,496.31,551.97,386.78,405.35,648.96,531.21,559.14,721.71
2020-09-29 21:34:11.372959+00:00,0.9676355142893296,-4.615436498730847,-4.3919759794604225,-16.491091588929898,516.43,503.84,495.72,554.05,388.1,405.74,649.62,531.2,559.13,721.1
2020-09-29 21:34:11.380959+00:00,1.5381938834246287,-5.2716186150937,-3.9991837007850206,-15.654231415595353,516.07,507.36,496.46,551.58,385.99,405.99,649.17,531.57,559.12,720.27
2020-09-29 21:34:11.388959+00:00,1.7167252400418276,-5.317975617584178,-4.047558519714157,-15.697844664585327,515.73,507.39,496.49,551.44,386.55,405.79,649.5,532.21,559.27,719.03
2020-09-29 21:34:11.396959+00:00,2.0087844022878913,-5.097329291647186,-4.212758839769818,-15.961030989234406,515.19,507.84,496.39,551.6,386.27,405.57,650.0,532.2,559.19,717.82
2020-09-29 21:34:11.404959+00:00,2.1120920870411735,-4.775281677173268,-4.620766071860731,-15.677346339349683,515.54,508.62,496.44,551.46,385.9,405.85,649.8,532.63,559.53,716.49
2020-09-29 21:34:11.412959+00:00,1.35897513223586,-5.493734114544626,-4.796451803410282,-15.547638135476259,515.3,510.18,496.8,551.19,384.96,405.82,649.63,533.16,559.34,715.54
2020-09-29 21:34:11.420959+00:00,2.1162368975658645,-5.639044509460006,-5.239594801818464,-15.678963533988277,514.32,508.97,496.32,551.45,385.22,405.93,651.02,534.05,558.72,713.97
2020-09-29 21:34:11.428959+00:00,2.58573078889774,-5.452652012269782,-5.399143292549551,-15.372872118211939,514.08,509.74,496.03,551.68,384.94,406.2,650.67,534.26,558.31,712.54
2020-09-29 21:34:11.436959+00:00,2.969821153894661,-4.8615931371921235,-4.898880985469365,-15.355028018253515,513.62,509.49,496.66,551.13,384.45,406.02,650.62,533.99,558.54,711.46
2020-09-29 21:34:11.444959+00:00,2.59761302368546,-5.192378949649996,-4.264159715488555,-15.048781244851062,513.2,509.56,496.64,551.07,384.33,406.22,650.77,534.38,558.57,710.16
2020-09-29 21:34:11.452959+00:00,2.5913087487296975,-4.4119290132261515,-4.792226290198206,-15.685027235438344,513.1,509.53,496.35,551.84,384.72,406.33,651.07,534.87,558.29,709.11
2020-09-29 21:34:11.460959+00:00,2.8178583886637236,-3.520264999228183,-4.887187914880388,-15.532232891550482,512.06,510.93,496.88,551.41,384.31,405.93,651.17,535.39,558.99,707.88
2020-09-29 21:34:11.468959+00:00,3.802316663706963,-3.4573312557478655,-4.506501302989933,-15.539849356386009,512.42,510.13,496.28,551.02,383.66,409.88,652.98,534.39,555.93,705.96
2020-09-29 21:34:11.476959+00:00,2.8352422469241314,-3.705405468415304,-5.204203272647405,-14.687555124631965,512.17,510.21,496.35,551.42,383.44,408.02,652.51,535.94,557.6,705.55
