Time,R_IEV,R_FLX,L_IEV,L_FLX,R_INV,R_EVR,R_DFX,R_PFX,R_HEEL,L_HEEL,L_EVR,L_DFX,L_INV,L_PFX
2020-10-20 21:57:01.025576+00:00,,,,,,,,,,,,,,
2020-10-20 21:57:01.033576+00:00,,,,,,,,,,,,,,
2020-10-20 21:57:01.041576+00:00,,,,,,,,,,,,,,
2020-10-20 21:57:01.049576+00:00,,,,,,,,,,,,,,
2020-10-20 21:57:01.057576+00:00,,,,,,,,,,,,,,
2020-10-20 21:57:01.065576+00:00,,,,,,,,,,,,,,
2020-10-20 21:57:01.073576+00:00,,,,,,,,,,,,,,
2020-10-20 21:57:01.081576+00:00,,,,,,,,,,,,,,
2020-10-20 21:57:01.089576+00:00,,,,,,,,,,,,,,
2020-10-20 21:57:01.097576+00:00,,,,,,,,,,,,,,
2020-10-20 21:57:01.105576+00:00,,,,,,,,,,,,,,
2020-10-20 21:57:01.113576+00:00,,,,,,,,,,,,,,
2020-10-20 21:57:01.121576+00:00,,,,,,,,,,,,,,
2020-10-20 21:57:01.129576+00:00,,,,,,,,,,,,,,
2020-10-20 21:57:01.137576+00:00,,,,,,,,,,,,,,
2020-10-20 21:57:01.145576+00:00,,,,,,,,,,,,,,
2020-10-20 21:57:01.153576+00:00,,,,,,,,,,,,,,
2020-10-20 21:57:01.161576+00:00,,,,,,,,,,,,,,
2020-10-20 21:57:01.169576+00:00,,,,,,,,,,,,,,
2020-10-20 21:57:01.177576+00:00,,,,,,,,,,,,,,
2020-10-20 21:57:01.185576+00:00,,,,,,,,,,,,,,
2020-10-20 21:57:01.193576+00:00,,,,,,,,,,,,,,
2020-10-20 21:57:01.201576+00:00,,,,,,,,,,,,,,
2020-10-20 21:57:01.209576+00:00,,,,,,,,,,,,,,
2020-10-20 21:57:01.217576+00:00,,,,,,,,,,,,,,
2020-10-20 21:57:01.225576+00:00,,,,,,,,,,,,,,
2020-10-20 21:57:01.233576+00:00,,,,,,,,,,,,,,
2020-10-20 21:57:01.241576+00:00,,,,,,,,,,,,,,
2020-10-20 21:57:01.249576+00:00,,,,,,,,,,,,,,
2020-10-20 21:57:01.257576+00:00,,,,,,,,,,,,,,
2020-10-20 21:57:01.265576+00:00,,,,,,,,,,,,,,
2020-10-20 21:57:01.273576+00:00,,,,,,,,,,,,,,
2020-10-20 21:57:01.281576+00:00,,,,,,,,,,,,,,
2020-10-20 21:57:01.289576+00:00,,,,,,,,,,,,,,
2020-10-20 21:57:01.297576+00:00,,,,,,,,,,,,,,
2020-10-20 21:57:01.305576+00:00,,,,,,,,,,,,,,
2020-10-20 21:57:01.313576+00:00,,,,,,,,,,,,,,
2020-10-20 21:57:01.321576+00:00,,,,,,,,,,,,,,
2020-10-20 21:57:01.329576+00:00,,,,,,,,,,,,,,
2020-10-20 21:57:01.337576+00:00,,,,,,,,,,,,,,
2020-10-20 21:57:01.345576+00:00,,,,,,,,,,,,,,
2020-10-20 21:57:01.353576+00:00,,,,,,,,,,,,,,
2020-10-20 21:57:01.361576+00:00,,,,,,,,,,,,,,
2020-10-20 21:57:01.369576+00:00,,,,,,,,,,,,,,
2020-10-20 21:57:01.377576+00:00,,,,,,,,,,,,,,
2020-10-20 21:57:01.385576+00:00,,,,,,,,,,,,,,
2020-10-20 21:57:01.393576+00:00,,,,,,,,,,,,,,
2020-10-20 21:57:01.401576+00:00,,,,,,,,,,,,,,
2020-10-20 21:57:01.409576+00:00,,,,,,,,,,,,,,
2020-10-20 21:57:01.417576+00:00,,,,,,,,,,,,,,
2020-10-20 21:57:01.425576+00:00,,,,,,,,,,,,,,
2020-10-20 21:57:01.433576+00:00,,,,,,,,,,,,,,
2020-10-20 21:57:01.441576+00:00,,,,,,,,,,,,,,
2020-10-20 21:57:01.449576+00:00,,,,,,,,,,,,,,
2020-10-20 21:57:01.457576+00:00,,,,,,,,,,,,,,
2020-10-20 21:57:01.465576+00:00,,,,,,,,,,,,,,
2020-10-20 21:57:01.473576+00:00,,,,,,,,,,,,,,
2020-10-20 21:57:01.481576+00:00,,,,,,,,,,,,,,
2020-10-20 21:57:01.489576+00:00,,,,,,,,,,,,,,
2020-10-20 21:57:01.497576+00:00,,,,,,,,,,,,,,
2020-10-20 21:57:01.505576+00:00,,,,,,,,,,,,,,
2020-10-20 21:57:01.513576+00:00,,,,,,,,,,,,,,
