Time,R_IEV,R_FLX,L_IEV,L_FLX,R_INV,R_EVR,R_DFX,R_PFX,R_HEEL,L_HEEL,L_EVR,L_DFX,L_INV,L_PFX
2020-10-20 21:58:15.310083+00:00,,,,,,,,,,,,,,
2020-10-20 21:58:15.318083+00:00,,,,,,,,,,,,,,
2020-10-20 21:58:15.326083+00:00,,,,,,,,,,,,,,
2020-10-20 21:58:15.334083+00:00,,,,,,,,,,,,,,
2020-10-20 21:58:15.342083+00:00,,,,,,,,,,,,,,
2020-10-20 21:58:15.350083+00:00,,,,,,,,,,,,,,
2020-10-20 21:58:15.358083+00:00,,,,,,,,,,,,,,
2020-10-20 21:58:15.366083+00:00,,,,,,,,,,,,,,
2020-10-20 21:58:15.374083+00:00,,,,,,,,,,,,,,
2020-10-20 21:58:15.382083+00:00,,,,,,,,,,,,,,
2020-10-20 21:58:15.390083+00:00,,,,,,,,,,,,,,
2020-10-20 21:58:15.398083+00:00,,,,,,,,,,,,,,
2020-10-20 21:58:15.406083+00:00,,,,,,,,,,,,,,
2020-10-20 21:58:15.414083+00:00,,,,,,,,,,,,,,
2020-10-20 21:58:15.422083+00:00,,,,,,,,,,,,,,
2020-10-20 21:58:15.430083+00:00,,,,,,,,,,,,,,
2020-10-20 21:58:15.438083+00:00,,,,,,,,,,,,,,
2020-10-20 21:58:15.446083+00:00,,,,,,,,,,,,,,
2020-10-20 21:58:15.454083+00:00,,,,,,,,,,,,,,
2020-10-20 21:58:15.462083+00:00,,,,,,,,,,,,,,
2020-10-20 21:58:15.470083+00:00,,,,,,,,,,,,,,
2020-10-20 21:58:15.478083+00:00,,,,,,,,,,,,,,
2020-10-20 21:58:15.486083+00:00,,,,,,,,,,,,,,
2020-10-20 21:58:15.494083+00:00,,,,,,,,,,,,,,
2020-10-20 21:58:15.502083+00:00,,,,,,,,,,,,,,
2020-10-20 21:58:15.510083+00:00,,,,,,,,,,,,,,
2020-10-20 21:58:15.518083+00:00,,,,,,,,,,,,,,
2020-10-20 21:58:15.526083+00:00,,,,,,,,,,,,,,
2020-10-20 21:58:15.534083+00:00,,,,,,,,,,,,,,
2020-10-20 21:58:15.542083+00:00,,,,,,,,,,,,,,
2020-10-20 21:58:15.550083+00:00,,,,,,,,,,,,,,
2020-10-20 21:58:15.558083+00:00,,,,,,,,,,,,,,
2020-10-20 21:58:15.566083+00:00,,,,,,,,,,,,,,
2020-10-20 21:58:15.574083+00:00,,,,,,,,,,,,,,
2020-10-20 21:58:15.582083+00:00,,,,,,,,,,,,,,
2020-10-20 21:58:15.590083+00:00,,,,,,,,,,,,,,
2020-10-20 21:58:15.598083+00:00,,,,,,,,,,,,,,
2020-10-20 21:58:15.606083+00:00,,,,,,,,,,,,,,
2020-10-20 21:58:15.614083+00:00,,,,,,,,,,,,,,
2020-10-20 21:58:15.622083+00:00,,,,,,,,,,,,,,
