Time,R_IEV,R_FLX,L_IEV,L_FLX,R_PFX,R_INV,R_DFX,R_EVR,R_HEEL,L_HEEL,L_EVR,L_DFX,L_INV,L_PFX
2020-09-22 20:46:57.300946+00:00,,,,,,,,,,,,,,
2020-09-22 20:46:57.308946+00:00,,,,,,,,,,,,,,
2020-09-22 20:46:57.316946+00:00,,,,,,,,,,,,,,
2020-09-22 20:46:57.324946+00:00,,,,,,,,,,,,,,
2020-09-22 20:46:57.332946+00:00,,,,,,,,,,,,,,
2020-09-22 20:46:57.340946+00:00,,,,,,,,,,,,,,
2020-09-22 20:46:57.348946+00:00,,,,,,,,,,,,,,
2020-09-22 20:46:57.356946+00:00,,,,,,,,,,,,,,
2020-09-22 20:46:57.364946+00:00,,,,,,,,,,,,,,
2020-09-22 20:46:57.372946+00:00,,,,,,,,,,,,,,
2020-09-22 20:46:57.380946+00:00,,,,,,,,,,,,,,
2020-09-22 20:46:57.388946+00:00,,,,,,,,,,,,,,
2020-09-22 20:46:57.396946+00:00,,,,,,,,,,,,,,
2020-09-22 20:46:57.404946+00:00,,,,,,,,,,,,,,
2020-09-22 20:46:57.412946+00:00,,,,,,,,,,,,,,
2020-09-22 20:46:57.420946+00:00,,,,,,,,,,,,,,
2020-09-22 20:46:57.428946+00:00,,,,,,,,,,,,,,
2020-09-22 20:46:57.436946+00:00,,,,,,,,,,,,,,
2020-09-22 20:46:57.444946+00:00,,,,,,,,,,,,,,
2020-09-22 20:46:57.452946+00:00,,,,,,,,,,,,,,
2020-09-22 20:46:57.460946+00:00,,,,,,,,,,,,,,
2020-09-22 20:46:57.468946+00:00,,,,,,,,,,,,,,
2020-09-22 20:46:57.476946+00:00,,,,,,,,,,,,,,
2020-09-22 20:46:57.484946+00:00,,,,,,,,,,,,,,
2020-09-22 20:46:57.492946+00:00,,,,,,,,,,,,,,
2020-09-22 20:46:57.500946+00:00,,,,,,,,,,,,,,
2020-09-22 20:46:57.508946+00:00,,,,,,,,,,,,,,
2020-09-22 20:46:57.516946+00:00,,,,,,,,,,,,,,
2020-09-22 20:46:57.524946+00:00,,,,,,,,,,,,,,
2020-09-22 20:46:57.532946+00:00,,,,,,,,,,,,,,
2020-09-22 20:46:57.540946+00:00,,,,,,,,,,,,,,
2020-09-22 20:46:57.548946+00:00,,,,,,,,,,,,,,
2020-09-22 20:46:57.556946+00:00,,,,,,,,,,,,,,
2020-09-22 20:46:57.564946+00:00,,,,,,,,,,,,,,
2020-09-22 20:46:57.572946+00:00,,,,,,,,,,,,,,
2020-09-22 20:46:57.580946+00:00,,,,,,,,,,,,,,
2020-09-22 20:46:57.588946+00:00,,,,,,,,,,,,,,
2020-09-22 20:46:57.596946+00:00,,,,,,,,,,,,,,
2020-09-22 20:46:57.604946+00:00,,,,,,,,,,,,,,
2020-09-22 20:46:57.612946+00:00,,,,,,,,,,,,,,
2020-09-22 20:46:57.620946+00:00,,,,,,,,,,,,,,
2020-09-22 20:46:57.628946+00:00,,,,,,,,,,,,,,
2020-09-22 20:46:57.636946+00:00,,,,,,,,,,,,,,
2020-09-22 20:46:57.644946+00:00,,,,,,,,,,,,,,
