Time,R_IEV,R_FLX,L_IEV,L_FLX,R_PFX,R_INV,R_DFX,R_EVR,R_HEEL,L_HEEL,L_EVR,L_DFX,L_INV,L_PFX
2020-10-22 19:48:50.084373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.092373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.100373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.108373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.116373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.124373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.132373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.140373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.148373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.156373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.164373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.172373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.180373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.188373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.196373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.204373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.212373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.220373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.228373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.236373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.244373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.252373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.260373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.268373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.276373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.284373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.292373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.300373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.308373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.316373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.324373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.332373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.340373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.348373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.356373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.364373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.372373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.380373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.388373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.396373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.404373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.412373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.420373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.428373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.436373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.444373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.452373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.460373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.468373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.476373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.484373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.492373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.500373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.508373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.516373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.524373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.532373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.540373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.548373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.556373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.564373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.572373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.580373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.588373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.596373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.604373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.612373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.620373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.628373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.636373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.644373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.652373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.660373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.668373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.676373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.684373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.692373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.700373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.708373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.716373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.724373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.732373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.740373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.748373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.756373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.764373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.772373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.780373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.788373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.796373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.804373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.812373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.820373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.828373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.836373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.844373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.852373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.860373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.868373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.876373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.884373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.892373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.900373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.908373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.916373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.924373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.932373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.940373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.948373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.956373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.964373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.972373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.980373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.988373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:50.996373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:51.004373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:51.012373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:51.020373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:51.028373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:51.036373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:51.044373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:51.052373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:51.060373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:51.068373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:51.076373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:51.084373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:51.092373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:51.100373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:51.108373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:51.116373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:51.124373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:51.132373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:51.140373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:51.148373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:51.156373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:51.164373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:51.172373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:51.180373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:51.188373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:51.196373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:51.204373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:51.212373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:51.220373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:51.228373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:51.236373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:51.244373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:51.252373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:51.260373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:51.268373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:51.276373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:51.284373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:51.292373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:51.300373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:51.308373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:51.316373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:51.324373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:51.332373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:51.340373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:51.348373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:51.356373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:51.364373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:51.372373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:51.380373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:51.388373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:51.396373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:51.404373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:51.412373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:51.420373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:51.428373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:51.436373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:51.444373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:51.452373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:51.460373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:51.468373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:51.476373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:51.484373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:51.492373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:51.500373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:51.508373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:51.516373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:51.524373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:51.532373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:51.540373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:51.548373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:51.556373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:51.564373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:51.572373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:51.580373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:51.588373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:51.596373+00:00,,,,,,,,,,,,,,
2020-10-22 19:48:51.604373+00:00,,,,,,,,,,,,,,
