Time,R_IEV,R_FLX,L_IEV,L_FLX,R_INV,R_EVR,R_DFX,R_PFX,R_HEEL,L_HEEL,L_EVR,L_DFX,L_INV,L_PFX
2020-10-20 21:42:43.720783+00:00,,,,,,,,,,,,,,
2020-10-20 21:42:43.728783+00:00,,,,,,,,,,,,,,
2020-10-20 21:42:43.736783+00:00,,,,,,,,,,,,,,
2020-10-20 21:42:43.744783+00:00,,,,,,,,,,,,,,
2020-10-20 21:42:43.752783+00:00,,,,,,,,,,,,,,
2020-10-20 21:42:43.760783+00:00,,,,,,,,,,,,,,
2020-10-20 21:42:43.768783+00:00,,,,,,,,,,,,,,
2020-10-20 21:42:43.776783+00:00,,,,,,,,,,,,,,
2020-10-20 21:42:43.784783+00:00,,,,,,,,,,,,,,
2020-10-20 21:42:43.792783+00:00,,,,,,,,,,,,,,
2020-10-20 21:42:43.800783+00:00,,,,,,,,,,,,,,
2020-10-20 21:42:43.808783+00:00,,,,,,,,,,,,,,
2020-10-20 21:42:43.816783+00:00,,,,,,,,,,,,,,
2020-10-20 21:42:43.824783+00:00,,,,,,,,,,,,,,
2020-10-20 21:42:43.832783+00:00,,,,,,,,,,,,,,
2020-10-20 21:42:43.840783+00:00,,,,,,,,,,,,,,
2020-10-20 21:42:43.848783+00:00,,,,,,,,,,,,,,
2020-10-20 21:42:43.856783+00:00,,,,,,,,,,,,,,
2020-10-20 21:42:43.864783+00:00,,,,,,,,,,,,,,
2020-10-20 21:42:43.872783+00:00,,,,,,,,,,,,,,
2020-10-20 21:42:43.880783+00:00,,,,,,,,,,,,,,
2020-10-20 21:42:43.888783+00:00,,,,,,,,,,,,,,
2020-10-20 21:42:43.896783+00:00,,,,,,,,,,,,,,
2020-10-20 21:42:43.904783+00:00,,,,,,,,,,,,,,
2020-10-20 21:42:43.912783+00:00,,,,,,,,,,,,,,
2020-10-20 21:42:43.920783+00:00,,,,,,,,,,,,,,
2020-10-20 21:42:43.928783+00:00,,,,,,,,,,,,,,
2020-10-20 21:42:43.936783+00:00,,,,,,,,,,,,,,
2020-10-20 21:42:43.944783+00:00,,,,,,,,,,,,,,
2020-10-20 21:42:43.952783+00:00,,,,,,,,,,,,,,
2020-10-20 21:42:43.960783+00:00,,,,,,,,,,,,,,
2020-10-20 21:42:43.968783+00:00,,,,,,,,,,,,,,
2020-10-20 21:42:43.976783+00:00,,,,,,,,,,,,,,
2020-10-20 21:42:43.984783+00:00,,,,,,,,,,,,,,
2020-10-20 21:42:43.992783+00:00,,,,,,,,,,,,,,
2020-10-20 21:42:44.000783+00:00,,,,,,,,,,,,,,
2020-10-20 21:42:44.008783+00:00,,,,,,,,,,,,,,
2020-10-20 21:42:44.016783+00:00,,,,,,,,,,,,,,
2020-10-20 21:42:44.024783+00:00,,,,,,,,,,,,,,
2020-10-20 21:42:44.032783+00:00,,,,,,,,,,,,,,
2020-10-20 21:42:44.040783+00:00,,,,,,,,,,,,,,
2020-10-20 21:42:44.048783+00:00,,,,,,,,,,,,,,
2020-10-20 21:42:44.056783+00:00,,,,,,,,,,,,,,
2020-10-20 21:42:44.064783+00:00,,,,,,,,,,,,,,
2020-10-20 21:42:44.072783+00:00,,,,,,,,,,,,,,
2020-10-20 21:42:44.080783+00:00,,,,,,,,,,,,,,
2020-10-20 21:42:44.088783+00:00,,,,,,,,,,,,,,
2020-10-20 21:42:44.096783+00:00,,,,,,,,,,,,,,
2020-10-20 21:42:44.104783+00:00,,,,,,,,,,,,,,
