Time,R_IEV,R_FLX,R_INV,R_DFX,R_EVR,R_PFX,R_HEEL
2020-10-20 21:33:30.277004+00:00,,,517.46,507.91,560.01,639.32,367.98
2020-10-20 21:33:30.285004+00:00,,,517.51,508.3,559.8,639.71,368.01
2020-10-20 21:33:30.293004+00:00,,,517.71,508.1,560.22,639.58,368.31
2020-10-20 21:33:30.301004+00:00,,,517.35,507.96,560.41,639.66,368.62
2020-10-20 21:33:30.309004+00:00,,,516.1,506.9,560.49,641.39,368.89
2020-10-20 21:33:30.317004+00:00,,,517.34,507.83,560.2,639.56,368.28
2020-10-20 21:33:30.325004+00:00,,,517.18,507.78,560.39,640.13,368.11
2020-10-20 21:33:30.333004+00:00,,,516.91,507.3,560.0,640.4,368.72
2020-10-20 21:33:30.341004+00:00,,,517.52,507.82,560.2,640.17,368.79
2020-10-20 21:33:30.349004+00:00,,,517.6,507.9,560.1,639.28,368.28
2020-10-20 21:33:30.357004+00:00,,,517.71,507.99,560.31,639.21,367.9
2020-10-20 21:33:30.365004+00:00,,,517.79,507.92,560.41,639.3,368.2
2020-10-20 21:33:30.373004+00:00,,,517.18,508.49,560.71,639.32,368.1
2020-10-20 21:33:30.381004+00:00,,,516.99,507.58,560.68,639.91,368.63
2020-10-20 21:33:30.389004+00:00,,,517.15,507.94,560.0,639.67,368.87
2020-10-20 21:33:30.397004+00:00,,,518.81,508.8,560.4,639.1,367.78
2020-10-20 21:33:30.405004+00:00,,,517.65,507.97,559.98,639.63,368.12
2020-10-20 21:33:30.413004+00:00,,,517.31,507.71,560.01,640.0,368.08
2020-10-20 21:33:30.421004+00:00,,,517.6,508.21,560.41,639.79,367.71
2020-10-20 21:33:30.429004+00:00,,,516.96,507.85,560.5,640.15,368.63
2020-10-20 21:33:30.437004+00:00,,,517.1,507.37,560.38,640.27,368.22
2020-10-20 21:33:30.445004+00:00,,,519.91,509.91,559.69,636.39,366.21
2020-10-20 21:33:30.453004+00:00,,,517.64,508.05,560.03,639.81,368.26
2020-10-20 21:33:30.461004+00:00,,,517.81,508.3,560.6,639.87,368.07
2020-10-20 21:33:30.469004+00:00,,,517.37,507.37,560.4,639.92,367.91
2020-10-20 21:33:30.477004+00:00,,,516.67,507.3,560.81,640.53,368.3
2020-10-20 21:33:30.485004+00:00,,,516.31,507.0,560.68,641.31,368.2
2020-10-20 21:33:30.493004+00:00,,,517.24,507.32,559.98,640.97,368.61
2020-10-20 21:33:30.501004+00:00,,,517.8,507.5,559.7,640.06,368.58
2020-10-20 21:33:30.509004+00:00,,,517.49,507.29,559.92,639.62,368.1
2020-10-20 21:33:30.517004+00:00,,,517.51,507.31,560.42,640.4,368.07
2020-10-20 21:33:30.525004+00:00,,,517.13,507.38,560.48,640.24,367.98
2020-10-20 21:33:30.533004+00:00,,,515.4,506.7,560.0,641.69,370.39
2020-10-20 21:33:30.541004+00:00,,,517.23,507.23,560.29,639.99,367.65
2020-10-20 21:33:30.549004+00:00,,,517.58,507.19,559.9,639.7,367.98
2020-10-20 21:33:30.557004+00:00,,,517.16,507.07,560.09,639.84,368.5
2020-10-20 21:33:30.565004+00:00,,,516.92,506.95,559.82,640.28,368.17
2020-10-20 21:33:30.573004+00:00,,,517.3,507.94,560.41,639.82,368.01
2020-10-20 21:33:30.581004+00:00,,,517.11,507.53,560.1,640.65,368.2
2020-10-20 21:33:30.589004+00:00,,,517.51,507.02,560.4,640.69,367.98
2020-10-20 21:33:30.597004+00:00,,,517.3,507.6,559.85,640.6,368.28
2020-10-20 21:33:30.605004+00:00,,,517.39,507.07,559.73,640.71,369.18
2020-10-20 21:33:30.613004+00:00,,,517.09,507.25,560.09,640.8,368.16
2020-10-20 21:33:30.621004+00:00,,,517.33,507.83,559.82,640.44,368.29
2020-10-20 21:33:30.629004+00:00,,,517.47,507.66,560.4,639.92,367.91
2020-10-20 21:33:30.637004+00:00,,,516.88,507.2,559.76,640.26,368.43
2020-10-20 21:33:30.645004+00:00,,,517.27,507.62,559.82,639.39,368.27
2020-10-20 21:33:30.653004+00:00,,,517.78,507.48,560.02,640.03,368.23
2020-10-20 21:33:30.661004+00:00,,,517.21,507.8,560.21,639.39,368.21
2020-10-20 21:33:30.669004+00:00,,,517.69,509.12,560.55,638.67,367.01
2020-10-20 21:33:30.677004+00:00,,,517.08,507.99,560.74,640.25,368.25
2020-10-20 21:33:30.685004+00:00,,,517.43,507.32,559.67,639.65,367.98
2020-10-20 21:33:30.693004+00:00,,,517.49,507.9,560.03,639.38,367.98
2020-10-20 21:33:30.701004+00:00,,,517.16,507.49,560.6,639.97,368.21
2020-10-20 21:33:30.709004+00:00,,,517.8,507.58,560.3,639.72,368.18
2020-10-20 21:33:30.717004+00:00,,,519.83,507.21,556.21,633.38,363.74
2020-10-20 21:33:30.725004+00:00,,,516.99,507.61,560.13,640.48,368.47
2020-10-20 21:33:30.733004+00:00,,,517.88,507.51,560.14,640.1,368.45
2020-10-20 21:33:30.741004+00:00,,,517.62,507.79,559.89,640.23,368.61
2020-10-20 21:33:30.749004+00:00,,,517.04,507.51,560.05,640.06,368.24
2020-10-20 21:33:30.757004+00:00,,,518.02,507.79,560.84,639.85,367.59
2020-10-20 21:33:30.765004+00:00,,,517.35,507.28,560.53,640.72,368.05
2020-10-20 21:33:30.773004+00:00,,,517.2,507.4,559.79,640.14,368.4
2020-10-20 21:33:30.781004+00:00,,,517.09,507.17,560.11,639.82,368.3
2020-10-20 21:33:30.789004+00:00,,,517.36,506.89,559.9,640.56,368.51
2020-10-20 21:33:30.797004+00:00,,,517.5,507.17,559.86,640.51,368.51
2020-10-20 21:33:30.805004+00:00,,,516.13,508.01,559.3,639.17,368.6
2020-10-20 21:33:30.813004+00:00,1.4420099769395829,-26.422423018146166,517.53,507.46,559.83,639.87,368.38
2020-10-20 21:33:30.821004+00:00,1.7852516814785444,-26.88443410313587,516.68,507.3,559.8,640.08,368.32
2020-10-20 21:33:30.829004+00:00,1.6812547290221806,-26.991088608549315,517.35,507.31,560.13,639.69,368.61
2020-10-20 21:33:30.837004+00:00,1.3330830690475812,-26.494461645616237,517.12,507.38,560.27,639.92,368.37
2020-10-20 21:33:30.845004+00:00,1.1503435744361759,-26.577038926426702,516.43,507.11,559.79,640.0,368.11
2020-10-20 21:33:30.853004+00:00,1.207516391890474,-26.16825304969682,517.45,507.4,560.25,640.12,368.4
2020-10-20 21:33:30.861004+00:00,1.3882823209749746,-27.22037180580944,517.39,507.19,560.47,640.15,368.21
2020-10-20 21:33:30.869004+00:00,1.311643972926869,-27.379159884763347,517.63,507.31,559.76,639.16,368.63
2020-10-20 21:33:30.877004+00:00,1.16796541566883,-27.000906798327943,518.02,507.92,559.61,638.83,368.69
2020-10-20 21:33:30.885004+00:00,1.1235173216245948,-27.11755454781961,517.6,509.41,559.96,637.65,368.49
2020-10-20 21:33:30.893004+00:00,1.2514410303375196,-27.149623690191223,516.62,509.09,560.36,637.21,368.38
2020-10-20 21:33:30.901004+00:00,1.2524018869327291,-27.49384476254692,517.75,511.32,559.34,635.48,368.23
2020-10-20 21:33:30.909004+00:00,1.253554276373017,-27.032263413521573,517.35,512.12,559.33,633.9,368.82
2020-10-20 21:33:30.917004+00:00,1.1883558651825898,-27.019897630688483,517.0,515.08,559.61,629.54,368.69
2020-10-20 21:33:30.925004+00:00,1.2697206498769742,-27.836290901833728,517.09,519.04,560.19,624.02,368.7
2020-10-20 21:33:30.933004+00:00,1.433284278124127,-27.188836746684487,516.48,524.39,562.0,620.56,368.58
2020-10-20 21:33:30.941004+00:00,2.008100320440847,-24.72057685747865,515.39,530.39,562.31,615.03,368.37
2020-10-20 21:33:30.949004+00:00,1.731901393610526,-26.777372853400617,514.75,536.35,563.56,611.28,368.2
2020-10-20 21:33:30.957004+00:00,1.4132300967367628,-27.112966533397085,514.47,542.95,563.54,607.44,368.57
2020-10-20 21:33:30.965004+00:00,1.934808510071067,-23.46176347343382,514.28,548.58,564.25,603.97,368.99
2020-10-20 21:33:30.973004+00:00,1.912187735764614,-24.590956005213513,513.93,553.29,564.75,602.04,368.69
2020-10-20 21:33:30.981004+00:00,1.9270618047827248,-25.217492786536198,513.5,558.48,565.33,599.45,368.78
2020-10-20 21:33:30.989004+00:00,2.224292702516462,-23.97147774708455,513.83,563.03,564.36,595.13,368.37
2020-10-20 21:33:30.997004+00:00,2.7226805872366486,-22.576117287762408,513.36,567.64,567.95,595.34,368.55
2020-10-20 21:33:31.005004+00:00,3.367362105336842,-21.53692447688282,512.41,571.97,566.98,592.19,368.77
2020-10-20 21:33:31.013004+00:00,3.1377765002628286,-19.0995344299605,512.98,575.46,568.06,590.89,368.41
2020-10-20 21:33:31.021004+00:00,2.2979535959124577,-14.879981968496443,512.14,577.64,567.41,590.61,369.11
2020-10-20 21:33:31.029004+00:00,1.6806595284700465,-13.588791239046696,512.2,579.13,567.11,591.28,369.45
2020-10-20 21:33:31.037004+00:00,0.5194602973834046,-10.276854160596056,511.97,582.75,567.6,588.99,368.65
2020-10-20 21:33:31.045004+00:00,0.5035330980931406,-8.639020238490057,512.05,584.74,567.91,588.62,368.84
2020-10-20 21:33:31.053004+00:00,0.0033100820295899973,-6.035637342636786,512.23,586.65,566.89,588.55,368.88
2020-10-20 21:33:31.061004+00:00,-0.6652248602137816,-4.245308993101535,511.5,587.54,567.11,587.96,368.98
2020-10-20 21:33:31.069004+00:00,-0.5562893647432254,-3.5924952712682123,512.0,589.36,566.4,587.76,369.28
2020-10-20 21:33:31.077004+00:00,0.5923880041761622,-2.6354242987917487,511.32,591.26,567.49,587.38,368.28
2020-10-20 21:33:31.085004+00:00,0.6797677251342084,-2.888198407276106,511.27,592.1,565.41,587.53,369.7
2020-10-20 21:33:31.093004+00:00,-0.3266884516924314,-1.0327556974515115,511.65,593.11,566.01,587.3,368.69
2020-10-20 21:33:31.101004+00:00,-1.7164624944815565,2.2261987416422184,511.16,594.01,565.36,586.37,369.54
2020-10-20 21:33:31.109004+00:00,-2.5154799654689923,2.595270072944782,511.57,594.74,565.76,586.6,368.76
2020-10-20 21:33:31.117004+00:00,-0.013602827488978793,0.6628707291761899,511.11,595.53,565.44,585.72,368.25
2020-10-20 21:33:31.125004+00:00,-4.610657104146544,9.3850570757755,514.15,597.87,564.33,584.89,369.17
2020-10-20 21:33:31.133004+00:00,-6.851498893273667,11.850112400604166,510.84,597.96,565.89,586.52,369.17
2020-10-20 21:33:31.141004+00:00,-3.640812366500198,7.163048183270945,510.93,597.95,566.73,586.46,369.12
