Time,R_IEV,R_FLX,L_IEV,L_FLX,R_PFX,R_INV,R_DFX,R_EVR,R_HEEL,L_HEEL,L_EVR,L_DFX,L_INV,L_PFX
2020-10-21 21:31:03.630848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:03.638848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:03.646848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:03.654848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:03.662848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:03.670848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:03.678848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:03.686848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:03.694848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:03.702848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:03.710848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:03.718848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:03.726848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:03.734848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:03.742848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:03.750848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:03.758848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:03.766848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:03.774848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:03.782848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:03.790848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:03.798848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:03.806848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:03.814848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:03.822848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:03.830848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:03.838848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:03.846848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:03.854848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:03.862848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:03.870848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:03.878848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:03.886848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:03.894848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:03.902848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:03.910848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:03.918848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:03.926848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:03.934848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:03.942848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:03.950848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:03.958848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:03.966848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:03.974848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:03.982848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:03.990848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:03.998848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:04.006848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:04.014848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:04.022848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:04.030848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:04.038848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:04.046848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:04.054848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:04.062848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:04.070848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:04.078848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:04.086848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:04.094848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:04.102848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:04.110848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:04.118848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:04.126848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:04.134848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:04.142848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:04.150848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:04.158848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:04.166848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:04.174848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:04.182848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:04.190848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:04.198848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:04.206848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:04.214848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:04.222848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:04.230848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:04.238848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:04.246848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:04.254848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:04.262848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:04.270848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:04.278848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:04.286848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:04.294848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:04.302848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:04.310848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:04.318848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:04.326848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:04.334848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:04.342848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:04.350848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:04.358848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:04.366848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:04.374848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:04.382848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:04.390848+00:00,,,,,,,,,,,,,,
2020-10-21 21:31:04.398848+00:00,,,,,,,,,,,,,,
