Time,L Foot Inversion,L Ankle Flexion,SSLeftPF,SSLeftINV,SSLeftDF,SSLeftEVR
3.83,0.785315,-1.741403,532,640.3,522.2,615.6
3.835,0.816113,-1.429153,532,640.3,522.2,615.6
3.84,0.856006,-1.141972,531.9035180554785,642.872851853907,522.9396949079983,613.4773972205268
3.845,0.90803,-0.889659,531.8037637209745,645.5329674406807,523.7044781391958,611.2828018614384
3.85,0.974145,-0.67858,531.7040093864705,648.193083027454,524.469261370393,609.0882065023504
3.855,1.055208,-0.510808,531.7320255521923,649.3088048940563,524.3718977912309,607.9431567776553
3.86,1.151284,-0.384376,531.7653921967169,650.3598541965816,524.2384312131325,606.842057508343
3.865,1.262147,-0.294457,531.7987588412415,651.410903499107,524.1049646350341,605.7409582390308
3.87,1.387859,-0.235035,531.8321254857661,652.4619528016324,523.9714980569356,604.6398589697184
3.875,1.529203,-0.200574,531.8654921302907,653.5130021041577,523.8380314788371,603.5387597004061
3.88,1.687778,-0.187256,531.8988587748153,654.5640514066831,523.7045649007387,602.4376604310938
3.885,1.865588,-0.193524,531.9,654.6,523.7,602.4
3.89,2.064157,-0.219893,531.9,654.6,523.7,602.4
3.895,2.283391,-0.26818,531.8975266612439,654.7273769459368,523.6604265799032,602.3060131272699
3.9,2.520621,-0.340438,531.8299686717296,658.2066134059227,522.5794987476745,599.7388095257269
3.905,2.770237,-0.437963,531.7624106822154,661.6858498659086,521.4985709154458,597.171605924184
3.91,3.024138,-0.56068,531.7,664.9,520.5,594.8
3.915,3.272838,-0.707129,531.7,664.9,520.5,594.8
3.92,3.506818,-0.875084,531.7,664.9,520.5,594.8
3.925,3.717666,-1.062647,531.7,664.9,520.5,594.8
3.93,3.898728,-1.26949,531.7,664.9,520.5,594.8
3.935,4.045272,-1.497789,531.7,664.9,520.5,594.8
3.94,4.154348,-1.752453,531.7,664.9,520.5,594.8
3.945,4.224556,-2.040448,531.7,664.9,520.5,594.8
3.95,4.25591,-2.36944,531.7,664.9,520.5,594.8
3.955,4.249838,-2.746248,531.7,664.9,520.5,594.8
3.96,4.209316,-3.175717,531.9888272069372,668.7189375139476,517.9005551375651,592.2968308732108
3.965,4.139105,-3.660393,532.2896906621609,672.69702097746,515.1927840405523,589.6893475946059
3.97,4.04608,-4.201059,532.5905541173846,676.6751044409733,512.4850129435391,587.0818643160006
3.975,3.939569,-4.797864,532.6,676.8,512.4,587
3.98,3.831562,-5.451545,532.6,676.8,512.4,587
3.985,3.736561,-6.164174,532.6,676.8,512.4,587
3.99,3.670889,-6.939093,532.6,676.8,512.4,587
3.995,3.651377,-7.779948,532.6,676.8,512.4,587
4,3.693493,-8.688858,532.6,676.8,512.4,587
4.005,3.809051,-9.663859,532.6,676.8,512.4,587
4.01,4.003797,-10.696118,532.6,676.8,512.4,587
4.015,4.275333,-11.767837,532.6,676.8,512.4,587
4.02,4.611978,-12.851878,534.4383281263138,678.9787592608163,508.11056770526784,585.399973667838
4.025,4.993042,-13.913672,536.3425538497756,681.2356193775119,503.66737435052363,583.7425920196397
4.03,5.39068,-14.915213,539.6460851203145,683.1443890162057,498.88241876739227,582.1832169340317
4.035,5.772997,-15.820126,552.3477750859387,682.7152778687183,491.8020848338518,581.2820835243084
4.04,6.10783,-16.598567,565.049465051563,682.286166721231,484.72175090031124,580.3809501145851
4.045,6.366599,-17.230893,567.6,682.2,483.3,580.2
4.05,6.527767,-17.709664,567.6,682.2,483.3,580.2
4.055,6.579457,-18.039912,567.6,682.2,483.3,580.2
4.06,6.520575,-18.237808,567.6,682.2,483.3,580.2
4.065,6.359999,-18.327834,567.6,682.2,483.3,580.2
4.07,6.114133,-18.338904,567.6,682.2,483.3,580.2
4.075,5.803541,-18.300127,567.6037953872892,682.185846368234,483.3005534939797,580.2
4.08,5.449332,-18.23693,569.1799348020104,676.3081598008363,483.53040715862653,580.2
4.085,5.069856,-18.168052,570.7560742167316,670.4304732334384,483.76026082327337,580.2
4.09,4.67837,-18.103813,572.3322136314528,664.5527866660407,483.9901144879202,580.2
