Time,L Foot Inversion,L Ankle Flexion,SSLeftPF,SSLeftINV,SSLeftDF,SSLeftEVR
3.9,4.43235,-5.475265,556.2,681.317229963082,526.8181542280138,592.657538970685
3.905,4.529963,-5.618598,556.2,681.5669801119448,526.6998515259208,592.4998020345612
3.91,4.617429,-5.747638,556.2,681.8167302608075,526.581548823828,592.3420650984374
3.915,4.690986,-5.861528,556.2,682.0664804096701,526.4632461217352,592.1843281623136
3.92,4.748101,-5.962819,556.2,682.2,526.4,592.1
3.925,4.787427,-6.056964,556.2,682.2,526.4,592.1
3.93,4.8083,-6.151804,556.2,682.2,526.4,592.1
3.935,4.810078,-6.256976,556.2,682.2,526.4,592.1
3.94,4.7917,-6.383154,556.2,682.2,526.4,592.1
3.945,4.75171,-6.541174,557.8391713622389,682.620300349292,524.4245883583276,591.3854894062035
3.95,4.688662,-6.741184,559.5498431323335,683.05893413649585,522.3630095584698,590.6398119679571
3.955,4.601629,-6.991952,560.1,683.2,521.7,590.4
3.96,4.490453,-7.300403,560.1,683.2,521.7,590.4
3.965,4.355602,-7.67146,560.1,683.2,521.7,590.4
3.97,4.197747,-8.108284,560.1,683.2,521.7,590.4
3.975,4.017357,-8.612871,568.8857730663733,684.6909190658089,518.9311503063551,591.0389653139181
3.98,3.814534,-9.186834,576.6,686,516.5,591.6
3.985,3.589179,-9.832123,576.6,686,516.5,591.6
3.99,3.341349,-10.55146,576.6,686,516.5,591.6
3.995,3.071548,-11.348357,576.6,686,516.5,591.6
4,2.780645,-12.2267,576.6,686,516.5,591.6
4.005,2.469238,-13.19004,576.6,686,516.5,591.6
4.01,2.136509,-14.240848,576.6,686,516.5,591.6
4.015,1.778872,-15.380037,576.6,686,516.5,591.6
4.02,1.388873,-16.606903,576.6,686,516.5,591.6
4.025,0.95478,-17.919395,576.6,686,516.5,591.6
4.03,0.461172,-19.31439,576.6,686,516.5,591.6
4.035,-0.10942,-20.787617,597.01222327628,686.2395800854024,513.2896268556085,592.7979004270118
4.04,-0.774078,-22.332956,618.1472169953036,686.4876433919636,509.965578547687,594.0382169598183
4.045,-1.546719,-23.941078,619.2,686.5,509.8,594.1
4.05,-2.435528,-25.59754,619.2,686.5,509.8,594.1
4.055,-3.441029,-27.280698,619.2,686.5,509.8,594.1
4.06,-4.55494,-28.960039,619.2,686.5,509.8,594.1
4.065,-5.759757,-30.595643,636.8217122577007,681.8133743995477,504.17604927945723,593.2564073919186
4.07,-7.028853,-32.139365,654.6466153828769,677.0727086747668,498.48725040972016,592.4030875614579
4.075,-8.327024,-33.537982,656.8,676.5,497.8,592.3
4.08,-9.611658,-34.738047,656.8,676.5,497.8,592.3
4.085,-10.834983,-35.69173,656.8,676.5,497.8,592.3
4.09,-11.947752,-36.362595,656.8,676.5,497.8,592.3
4.095,-12.904277,-36.73021,663.2199499752087,670.6819203349671,494.79064844912097,593.3532730428076
4.1,-13.667967,-36.792609,669.6,664.9,491.8,594.4
4.105,-14.216167,-36.566013,669.6,664.9,491.8,594.4
4.11,-14.543192,-36.081816,669.6,664.9,491.8,594.4
4.115,-14.66107,-35.38153,669.6,664.9,491.8,594.4
4.12,-14.598025,-34.510872,669.6,664.9,491.8,594.4
4.125,-14.395029,-33.51434,664.3162669452657,664.9387559881765,492.61387575170727,593.8444975028029
4.13,-14.100799,-32.431466,658.8521503414538,664.9788350830701,493.45553674447046,593.2700304759964
4.135,-13.765787,-31.295407,653.3880337376409,665.0189141779636,494.29719773723383,592.6955634491896
4.14,-13.436009,-30.133665,647.923917133829,665.058993272857,495.138858729997,592.121096422383
4.145,-13.147865,-28.969906,642.4598005300171,665.0990723677505,495.9805197227602,591.5466293955764
4.15,-12.924887,-27.825511,636.9956839262052,665.139151462644,496.8221807155234,590.9721623687698
4.155,-12.776879,-26.719923,631.5315673223932,665.1792305575375,497.66384170828667,590.3976953419631
4.16,-12.70129,-25.669731,628.7,665.2,498.1,590.1
4.165,-12.686285,-24.687142,628.7,665.2,498.1,590.1
4.17,-12.714739,-23.778647,628.7,665.2,498.1,590.1
4.175,-12.768259,-22.944552,628.7,665.2,498.1,590.1
4.18,-12.830357,-22.179669,627.8579925400063,665.3045044719851,498.3508107327641,590.0044530541851
4.185,-12.888175,-21.475072,615.9982712068336,666.7764557012796,501.88349368307087,588.6586690731159
4.19,-12.932664,-20.820414,604.138549873661,668.248406930574,505.41617663337763,587.3128850920466
4.195,-12.957678,-20.206142,600.5,668.7,506.5,586.9
4.2,-12.958804,-19.625102,600.5,668.7,506.5,586.9
4.205,-12.93263,-19.073406,600.5,668.7,506.5,586.9
4.21,-12.876762,-18.550572,600.5,668.7,506.5,586.9
4.215,-12.790415,-18.058996,592.5982497060903,671.3855621913941,509.082271337879,586.1769640253939
4.22,-12.675143,-17.60296,585.2,673.9,511.5,585.5
4.225,-12.535234,-17.187482,585.2,673.9,511.5,585.5
4.23,-12.377544,-16.817248,585.2,673.9,511.5,585.5
4.235,-12.210863,-16.49568,585.2,673.9,511.5,585.5
4.24,-12.045045,-16.224055,585.2,673.9,511.5,585.5
4.245,-11.890174,-16.000715,584.4074049259584,674.2170380296167,512.2925950740416,585.5924694253049
